NO.,HVDC_CODE,SITE,EQ_NO,CASE_NO.,PKG,STORAGE,DESCRIPTION,L(CM),W(CM),H(CM),CBM,N.W(KGS),G.W(KGS),STACK,STACK_STATUS,HS_CODE,CURRENCY,PRICE,VESSEL,COE,POL,POD,ETD/ATD,ETA/ATA,DHL_WAREHOUSE,DSV_INDOOR,DSV_AL_MARKAZ,DSV_OUTDOOR,HAULER_INDOOR,DSV_MZP,MOSB,SHIFTING,MIR,SHU,DAS,AGI,STATUS_WAREHOUSE,STATUS_SITE,STATUS_CURRENT,STATUS_LOCATION_TEMP,STATUS_LOCATION,STATUS_LOCATION_DSV_INDOOR_DSV_AL_MARKAZ,STATUS_LOCATION_DSV_AL_MARKAZ,STATUS_LOCATION_DSV_INDOOR,STATUS_LOCATION_DATE,STATUS_LOCATION_DATE_YEAR,STATUS_LOCATION_DATE_MONTH,STATUS_STORAGE,WH_HANDLING_LEGACY,SITE_HANDLING,TOTAL_HANDLING,MINUS,FINAL_HANDLING,SQM,STACK_STATUS2,STATUS_LOCATION_YEARMONTH,VENDOR,SOURCE_FILE,SITE_HANDLING_ORIGINAL,TOTAL_HANDLING_ORIGINAL,WH_HANDLING_ORIGINAL,FLOW_CODE,FLOW_DESCRIPTION,FINAL_LOCATION
1807,HVDC-ADOPT-HE-0145,MIR,EQ-001,279430,1,Outdoor covered,PEX pipes,269,130,67,2.34299,21,196,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,3.497,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1808,HVDC-ADOPT-HE-0145,MIR,EQ-001,279431,1,Outdoor covered,PEX pipes,269,130,67,2.34299,21,196,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,3.497,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1809,HVDC-ADOPT-HE-0145,MIR,EQ-001,279315,1,Outdoor covered,Nuts bolts washers,120,80,50,0.48,475,500,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,0.96,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1810,HVDC-ADOPT-HE-0145,MIR,EQ-001,279714,1,Outdoor covered,Nuts bolts washers,120,80,50,0.48,475,500,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,0.96,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1811,HVDC-ADOPT-HE-0145,MIR,EQ-001,279715,1,Outdoor covered,Nuts bolts washers,120,80,50,0.48,475,500,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,0.96,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1812,HVDC-ADOPT-HE-0145,MIR,EQ-001,279716,1,Outdoor covered,Nuts bolts washers,120,80,50,0.48,475,500,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,0.96,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1813,HVDC-ADOPT-HE-0145,MIR,EQ-001,279711,1,Outdoor covered,Small items site assembly,123,99,103,1.254231,1090,1190,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.2177,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1814,HVDC-ADOPT-HE-0145,MIR,EQ-001,279712,1,Outdoor covered,Small items site assembly,165,119,140,2.7489,1720,1870,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.9635,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1815,HVDC-ADOPT-HE-0145,MIR,EQ-001,279713,1,Outdoor covered,Small items site assembly,165,119,140,2.7489,1720,1870,Stackable x4,4,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.9635,4,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1816,HVDC-ADOPT-HE-0145,MIR,EQ-001,279490,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1817,HVDC-ADOPT-HE-0145,MIR,EQ-001,279491,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1818,HVDC-ADOPT-HE-0145,MIR,EQ-001,279492,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1819,HVDC-ADOPT-HE-0145,MIR,EQ-001,279493,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1820,HVDC-ADOPT-HE-0145,MIR,EQ-001,279494,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1821,HVDC-ADOPT-HE-0145,MIR,EQ-001,279495,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1822,HVDC-ADOPT-HE-0145,MIR,EQ-001,279496,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1823,HVDC-ADOPT-HE-0145,MIR,EQ-001,279497,1,Outdoor covered,Insulator connector,169,90,66,1.00386,672,762,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,1.521,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1824,HVDC-ADOPT-HE-0145,MIR,EQ-001,279110,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-11,,,,,1,site,MIR,MIR,,,,2024-07-11,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1825,HVDC-ADOPT-HE-0145,MIR,EQ-001,279111,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1826,HVDC-ADOPT-HE-0145,MIR,EQ-001,279112,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1827,HVDC-ADOPT-HE-0145,MIR,EQ-001,279113,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1828,HVDC-ADOPT-HE-0145,MIR,EQ-001,279114,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1829,HVDC-ADOPT-HE-0145,MIR,EQ-001,279115,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1830,HVDC-ADOPT-HE-0145,MIR,EQ-001,279116,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1831,HVDC-ADOPT-HE-0145,MIR,EQ-001,279117,1,Outdoor covered,Corona rings,113,80,110,0.9944,189,229,Stackable x3,3,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,0.904,3,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1832,HVDC-ADOPT-HE-0145,MIR,EQ-001,279570,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1833,HVDC-ADOPT-HE-0145,MIR,EQ-001,279571,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1834,HVDC-ADOPT-HE-0145,MIR,EQ-001,279572,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1835,HVDC-ADOPT-HE-0145,MIR,EQ-001,279573,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1836,HVDC-ADOPT-HE-0145,MIR,EQ-001,279575,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1837,HVDC-ADOPT-HE-0145,MIR,EQ-001,279576,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1838,HVDC-ADOPT-HE-0145,MIR,EQ-001,279577,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1839,HVDC-ADOPT-HE-0145,MIR,EQ-001,279580,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1840,HVDC-ADOPT-HE-0145,MIR,EQ-001,279581,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1841,HVDC-ADOPT-HE-0145,MIR,EQ-001,279582,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1842,HVDC-ADOPT-HE-0145,MIR,EQ-001,279584,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1843,HVDC-ADOPT-HE-0145,MIR,EQ-001,279587,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1844,HVDC-ADOPT-HE-0145,MIR,EQ-001,279589,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1845,HVDC-ADOPT-HE-0145,MIR,EQ-001,279590,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1846,HVDC-ADOPT-HE-0145,MIR,EQ-001,279591,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1847,HVDC-ADOPT-HE-0145,MIR,EQ-001,279593,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1848,HVDC-ADOPT-HE-0145,MIR,EQ-001,279595,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1849,HVDC-ADOPT-HE-0145,MIR,EQ-001,279598,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1850,HVDC-ADOPT-HE-0145,MIR,EQ-001,279599,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1851,HVDC-ADOPT-HE-0145,MIR,EQ-001,279600,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1852,HVDC-ADOPT-HE-0145,MIR,EQ-001,279601,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1853,HVDC-ADOPT-HE-0145,MIR,EQ-001,279602,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1854,HVDC-ADOPT-HE-0145,MIR,EQ-001,279607,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1855,HVDC-ADOPT-HE-0145,MIR,EQ-001,279608,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1856,HVDC-ADOPT-HE-0145,MIR,EQ-001,279617,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1857,HVDC-ADOPT-HE-0145,MIR,EQ-001,279631,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-12,,,,,1,site,MIR,MIR,,,,2024-07-12,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1858,HVDC-ADOPT-HE-0145,MIR,EQ-001,279638,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1859,HVDC-ADOPT-HE-0145,MIR,EQ-001,279639,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1860,HVDC-ADOPT-HE-0145,MIR,EQ-001,279640,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1861,HVDC-ADOPT-HE-0145,MIR,EQ-001,279641,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1862,HVDC-ADOPT-HE-0145,MIR,EQ-001,279642,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
1863,HVDC-ADOPT-HE-0145,MIR,EQ-001,279646,1,Outdoor covered,Side shield pairs pack 1,420,205,140,12.054,590,1031,Stackable x2,2,85044083,SEK,327582,Maersk Hamburg,Sweden,Gothenburg,Khalifa port,2024-05-09,2024-06-18,,,,,,,,,2024-07-09,,,,,1,site,MIR,MIR,,,,2024-07-09,2024,7,site,0,1,1,1,2,8.61,2,2024-07-01,HITACHI,HITACHI(HE),1,1,0,1,Port Site,MIR
