event_id,hvdc_code,event_type,location,location_code,location_match_method,location_match_score,event_date,source,raw
sev_HVDCADOPTHE0119_MOSB_2025-06-13,HVDC-ADOPT-HE-0119,PORT,MOSB,,NONE,0.0000,2025-06-13,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-18"", ""count"": 2, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0120_MIR_2024-06-12,HVDC-ADOPT-HE-0120,SITE,MIR,,NONE,0.0000,2024-06-12,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-12"", ""count"": 4, ""field"": ""MIR""}"
sev_HVDCADOPTHE0121_MIR_2024-06-12,HVDC-ADOPT-HE-0121,SITE,MIR,,NONE,0.0000,2024-06-12,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-12"", ""count"": 3, ""field"": ""MIR""}"
sev_HVDCADOPTHE0122_SHU_2024-06-15,HVDC-ADOPT-HE-0122,SITE,SHU,,NONE,0.0000,2024-06-15,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-15"", ""count"": 8, ""field"": ""SHU""}"
sev_HVDCADOPTHE0123_SHU_2024-06-15,HVDC-ADOPT-HE-0123,SITE,SHU,,NONE,0.0000,2024-06-15,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-15"", ""count"": 2, ""field"": ""SHU""}"
sev_HVDCADOPTHE0124_SHU_2024-06-15,HVDC-ADOPT-HE-0124,SITE,SHU,,NONE,0.0000,2024-06-15,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-15"", ""count"": 2, ""field"": ""SHU""}"
sev_HVDCADOPTHE0125_SHU_2024-06-21,HVDC-ADOPT-HE-0125,SITE,SHU,,NONE,0.0000,2024-06-21,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-25"", ""count"": 38, ""field"": ""SHU""}"
sev_HVDCADOPTHE0126_SHU_2024-06-21,HVDC-ADOPT-HE-0126,SITE,SHU,,NONE,0.0000,2024-06-21,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-25"", ""count"": 6, ""field"": ""SHU""}"
sev_HVDCADOPTHE01271_DSVOutdoor_2024-07-03,HVDC-ADOPT-HE-0127-1,WH,DSV Outdoor,,NONE,0.0000,2024-07-03,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-04"", ""count"": 41, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE01271_MOSB_2024-09-04,HVDC-ADOPT-HE-0127-1,PORT,MOSB,,NONE,0.0000,2024-09-04,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 25, ""field"": ""MOSB""}"
sev_HVDCADOPTHE01271_Shifting_2024-09-04,HVDC-ADOPT-HE-0127-1,GEN,Shifting,,NONE,0.0000,2024-09-04,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-04"", ""count"": 3, ""field"": ""Shifting""}"
sev_HVDCADOPTHE01271_DAS_2024-11-26,HVDC-ADOPT-HE-0127-1,SITE,DAS,,NONE,0.0000,2024-11-26,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-13"", ""count"": 41, ""field"": ""DAS""}"
sev_HVDCADOPTHE01272_DSVOutdoor_2024-07-08,HVDC-ADOPT-HE-0127-2,WH,DSV Outdoor,,NONE,0.0000,2024-07-08,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-08"", ""count"": 9, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE01272_DAS_2025-04-28,HVDC-ADOPT-HE-0127-2,SITE,DAS,,NONE,0.0000,2025-04-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-13"", ""count"": 9, ""field"": ""DAS""}"
sev_HVDCADOPTHE01272_MOSB_2025-06-10,HVDC-ADOPT-HE-0127-2,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 2, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0128_DSVOutdoor_2024-07-03,HVDC-ADOPT-HE-0128,WH,DSV Outdoor,,NONE,0.0000,2024-07-03,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-03"", ""count"": 3, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0128_MOSB_2024-09-04,HVDC-ADOPT-HE-0128,PORT,MOSB,,NONE,0.0000,2024-09-04,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 3, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0128_Shifting_2024-09-04,HVDC-ADOPT-HE-0128,GEN,Shifting,,NONE,0.0000,2024-09-04,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-04"", ""count"": 1, ""field"": ""Shifting""}"
sev_HVDCADOPTHE0128_DAS_2024-11-26,HVDC-ADOPT-HE-0128,SITE,DAS,,NONE,0.0000,2024-11-26,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-13"", ""count"": 3, ""field"": ""DAS""}"
sev_HVDCADOPTHE0129_DSVOutdoor_2024-09-14,HVDC-ADOPT-HE-0129,WH,DSV Outdoor,,NONE,0.0000,2024-09-14,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-17"", ""count"": 94, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0129_DAS_2025-04-28,HVDC-ADOPT-HE-0129,SITE,DAS,,NONE,0.0000,2025-04-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-04-28"", ""count"": 4, ""field"": ""DAS""}"
sev_HVDCADOPTHE0130_DSVAlMarkaz_2024-07-27,HVDC-ADOPT-HE-0130,WH,DSV Al Markaz,,NONE,0.0000,2024-07-27,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-27"", ""count"": 2, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0130_SHU_2025-06-30,HVDC-ADOPT-HE-0130,SITE,SHU,,NONE,0.0000,2025-06-30,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-01"", ""count"": 2, ""field"": ""SHU""}"
sev_HVDCADOPTHE0131_DSVAlMarkaz_2024-07-27,HVDC-ADOPT-HE-0131,WH,DSV Al Markaz,,NONE,0.0000,2024-07-27,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-27"", ""count"": 2, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0131_SHU_2025-06-30,HVDC-ADOPT-HE-0131,SITE,SHU,,NONE,0.0000,2025-06-30,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-01"", ""count"": 2, ""field"": ""SHU""}"
sev_HVDCADOPTHE0132_DSVAlMarkaz_2024-07-27,HVDC-ADOPT-HE-0132,WH,DSV Al Markaz,,NONE,0.0000,2024-07-27,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-27"", ""count"": 4, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0132_MOSB_2025-06-10,HVDC-ADOPT-HE-0132,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 2, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0132_DAS_2025-06-13,HVDC-ADOPT-HE-0132,SITE,DAS,,NONE,0.0000,2025-06-13,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-08"", ""count"": 4, ""field"": ""DAS""}"
sev_HVDCADOPTHE0133_DSVAlMarkaz_2024-07-27,HVDC-ADOPT-HE-0133,WH,DSV Al Markaz,,NONE,0.0000,2024-07-27,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-27"", ""count"": 2, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0133_MOSB_2025-06-10,HVDC-ADOPT-HE-0133,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 1, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0133_DAS_2025-06-13,HVDC-ADOPT-HE-0133,SITE,DAS,,NONE,0.0000,2025-06-13,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-08"", ""count"": 2, ""field"": ""DAS""}"
sev_HVDCADOPTHE0134_SHU_2024-07-28,HVDC-ADOPT-HE-0134,SITE,SHU,,NONE,0.0000,2024-07-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-28"", ""count"": 4, ""field"": ""SHU""}"
sev_HVDCADOPTHE0135_SHU_2024-07-28,HVDC-ADOPT-HE-0135,SITE,SHU,,NONE,0.0000,2024-07-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-28"", ""count"": 3, ""field"": ""SHU""}"
sev_HVDCADOPTHE0136_MIR_2024-07-23,HVDC-ADOPT-HE-0136,SITE,MIR,,NONE,0.0000,2024-07-23,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-23"", ""count"": 1, ""field"": ""MIR""}"
sev_HVDCADOPTHE0137_MIR_2024-07-23,HVDC-ADOPT-HE-0137,SITE,MIR,,NONE,0.0000,2024-07-23,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-23"", ""count"": 1, ""field"": ""MIR""}"
sev_HVDCADOPTHE0138_DSVOutdoor_2024-07-31,HVDC-ADOPT-HE-0138,WH,DSV Outdoor,,NONE,0.0000,2024-07-31,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-31"", ""count"": 3, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0138_DAS_2025-04-21,HVDC-ADOPT-HE-0138,SITE,DAS,,NONE,0.0000,2025-04-21,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-05-04"", ""count"": 2, ""field"": ""DAS""}"
sev_HVDCADOPTHE0139_DSVOutdoor_2024-07-31,HVDC-ADOPT-HE-0139,WH,DSV Outdoor,,NONE,0.0000,2024-07-31,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-31"", ""count"": 3, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0139_DAS_2025-04-21,HVDC-ADOPT-HE-0139,SITE,DAS,,NONE,0.0000,2025-04-21,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-04-21"", ""count"": 2, ""field"": ""DAS""}"
sev_HVDCADOPTHE0140_DSVAlMarkaz_2024-08-10,HVDC-ADOPT-HE-0140,WH,DSV Al Markaz,,NONE,0.0000,2024-08-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-15"", ""count"": 48, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0141_DSVOutdoor_2024-08-23,HVDC-ADOPT-HE-0141,WH,DSV Outdoor,,NONE,0.0000,2024-08-23,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-29"", ""count"": 33, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0141_DSVIndoor_2024-09-03,HVDC-ADOPT-HE-0141,WH,DSV Indoor,,NONE,0.0000,2024-09-03,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-03"", ""count"": 8, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0141_MOSB_2025-07-14,HVDC-ADOPT-HE-0141,PORT,MOSB,,NONE,0.0000,2025-07-14,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-14"", ""count"": 8, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0141_AGI_2025-07-19,HVDC-ADOPT-HE-0141,SITE,AGI,,NONE,0.0000,2025-07-19,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-19"", ""count"": 8, ""field"": ""AGI""}"
sev_HVDCADOPTHE0142_DSVIndoor_2025-06-29,HVDC-ADOPT-HE-0142,WH,DSV Indoor,,NONE,0.0000,2025-06-29,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-29"", ""count"": 30, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0142_MIR_2025-08-06,HVDC-ADOPT-HE-0142,SITE,MIR,,NONE,0.0000,2025-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-18"", ""count"": 11, ""field"": ""MIR""}"
sev_HVDCADOPTHE0143_SHU_2024-08-01,HVDC-ADOPT-HE-0143,SITE,SHU,,NONE,0.0000,2024-08-01,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-02"", ""count"": 60, ""field"": ""SHU""}"
sev_HVDCADOPTHE0144_DSVAlMarkaz_2024-08-02,HVDC-ADOPT-HE-0144,WH,DSV Al Markaz,,NONE,0.0000,2024-08-02,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-02"", ""count"": 3, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0144_DSVIndoor_2024-08-02,HVDC-ADOPT-HE-0144,WH,DSV Indoor,,NONE,0.0000,2024-08-02,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-02"", ""count"": 1, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0144_MOSB_2024-08-02,HVDC-ADOPT-HE-0144,PORT,MOSB,,NONE,0.0000,2024-08-02,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-02"", ""count"": 3, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0144_SHU_2024-10-18,HVDC-ADOPT-HE-0144,SITE,SHU,,NONE,0.0000,2024-10-18,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-01-16"", ""count"": 7, ""field"": ""SHU""}"
sev_HVDCADOPTHE0145_MIR_2024-07-09,HVDC-ADOPT-HE-0145,SITE,MIR,,NONE,0.0000,2024-07-09,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-12"", ""count"": 78, ""field"": ""MIR""}"
sev_HVDCADOPTHE0146_DSVIndoor_2024-06-22,HVDC-ADOPT-HE-0146,WH,DSV Indoor,,NONE,0.0000,2024-06-22,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-06-24"", ""count"": 72, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0146_DSVAlMarkaz_2024-11-30,HVDC-ADOPT-HE-0146,WH,DSV Al Markaz,,NONE,0.0000,2024-11-30,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-12-12"", ""count"": 4, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0146_MIR_2025-08-06,HVDC-ADOPT-HE-0146,SITE,MIR,,NONE,0.0000,2025-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-18"", ""count"": 25, ""field"": ""MIR""}"
sev_HVDCADOPTHE0147_DSVAlMarkaz_2024-08-06,HVDC-ADOPT-HE-0147,WH,DSV Al Markaz,,NONE,0.0000,2024-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-06"", ""count"": 4, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0147_DSVOutdoor_2024-08-06,HVDC-ADOPT-HE-0147,WH,DSV Outdoor,,NONE,0.0000,2024-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-06"", ""count"": 14, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0147_DAS_2025-04-28,HVDC-ADOPT-HE-0147,SITE,DAS,,NONE,0.0000,2025-04-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-27"", ""count"": 3, ""field"": ""DAS""}"
sev_HVDCADOPTHE0147_MOSB_2025-06-10,HVDC-ADOPT-HE-0147,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-10"", ""count"": 2, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0148_DSVAlMarkaz_2024-08-06,HVDC-ADOPT-HE-0148,WH,DSV Al Markaz,,NONE,0.0000,2024-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-06"", ""count"": 4, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0148_DSVOutdoor_2024-08-06,HVDC-ADOPT-HE-0148,WH,DSV Outdoor,,NONE,0.0000,2024-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-06"", ""count"": 4, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0148_DAS_2025-04-21,HVDC-ADOPT-HE-0148,SITE,DAS,,NONE,0.0000,2025-04-21,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-13"", ""count"": 2, ""field"": ""DAS""}"
sev_HVDCADOPTHE0148_MOSB_2025-06-10,HVDC-ADOPT-HE-0148,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 1, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0149_MIR_2024-08-22,HVDC-ADOPT-HE-0149,SITE,MIR,,NONE,0.0000,2024-08-22,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-22"", ""count"": 10, ""field"": ""MIR""}"
sev_HVDCADOPTHE0150_DSVAlMarkaz_2024-08-06,HVDC-ADOPT-HE-0150,WH,DSV Al Markaz,,NONE,0.0000,2024-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-06"", ""count"": 2, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0150_MIR_2025-08-08,HVDC-ADOPT-HE-0150,SITE,MIR,,NONE,0.0000,2025-08-08,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-08"", ""count"": 1, ""field"": ""MIR""}"
sev_HVDCADOPTHE0151_MIR_2024-08-22,HVDC-ADOPT-HE-0151,SITE,MIR,,NONE,0.0000,2024-08-22,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-22"", ""count"": 2, ""field"": ""MIR""}"
sev_HVDCADOPTHE0152_DSVAlMarkaz_2024-08-06,HVDC-ADOPT-HE-0152,WH,DSV Al Markaz,,NONE,0.0000,2024-08-06,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-06"", ""count"": 2, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE01531_DSVAlMarkaz_2024-07-08,HVDC-ADOPT-HE-0153-1,WH,DSV Al Markaz,,NONE,0.0000,2024-07-08,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-09"", ""count"": 11, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE01531_DSVIndoor_2025-07-01,HVDC-ADOPT-HE-0153-1,WH,DSV Indoor,,NONE,0.0000,2025-07-01,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-01"", ""count"": 7, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE01531_MIR_2025-08-13,HVDC-ADOPT-HE-0153-1,SITE,MIR,,NONE,0.0000,2025-08-13,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-15"", ""count"": 6, ""field"": ""MIR""}"
sev_HVDCADOPTHE01532_DSVAlMarkaz_2024-07-08,HVDC-ADOPT-HE-0153-2,WH,DSV Al Markaz,,NONE,0.0000,2024-07-08,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-09"", ""count"": 22, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE01532_DSVIndoor_2025-07-01,HVDC-ADOPT-HE-0153-2,WH,DSV Indoor,,NONE,0.0000,2025-07-01,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-07-01"", ""count"": 11, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE01532_MIR_2025-08-14,HVDC-ADOPT-HE-0153-2,SITE,MIR,,NONE,0.0000,2025-08-14,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-18"", ""count"": 8, ""field"": ""MIR""}"
sev_HVDCADOPTHE01541_MIR_2024-07-12,HVDC-ADOPT-HE-0154-1,SITE,MIR,,NONE,0.0000,2024-07-12,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-16"", ""count"": 42, ""field"": ""MIR""}"
sev_HVDCADOPTHE01542_MIR_2024-07-16,HVDC-ADOPT-HE-0154-2,SITE,MIR,,NONE,0.0000,2024-07-16,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-17"", ""count"": 10, ""field"": ""MIR""}"
sev_HVDCADOPTHE0155_DSVAlMarkaz_2024-07-10,HVDC-ADOPT-HE-0155,WH,DSV Al Markaz,,NONE,0.0000,2024-07-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-12-09"", ""count"": 63, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0155_DSVIndoor_2024-07-10,HVDC-ADOPT-HE-0155,WH,DSV Indoor,,NONE,0.0000,2024-07-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-10"", ""count"": 2, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0155_MIR_2025-08-13,HVDC-ADOPT-HE-0155,SITE,MIR,,NONE,0.0000,2025-08-13,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-18"", ""count"": 22, ""field"": ""MIR""}"
sev_HVDCADOPTHE0156_MIR_2024-07-19,HVDC-ADOPT-HE-0156,SITE,MIR,,NONE,0.0000,2024-07-19,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-23"", ""count"": 28, ""field"": ""MIR""}"
sev_HVDCADOPTHE0157_DSVAlMarkaz_2024-07-10,HVDC-ADOPT-HE-0157,WH,DSV Al Markaz,,NONE,0.0000,2024-07-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-10"", ""count"": 5, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0157_MIR_2025-08-08,HVDC-ADOPT-HE-0157,SITE,MIR,,NONE,0.0000,2025-08-08,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-08-08"", ""count"": 5, ""field"": ""MIR""}"
sev_HVDCADOPTHE0158_DSVOutdoor_2024-07-11,HVDC-ADOPT-HE-0158,WH,DSV Outdoor,,NONE,0.0000,2024-07-11,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-11"", ""count"": 6, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0158_DAS_2025-04-28,HVDC-ADOPT-HE-0158,SITE,DAS,,NONE,0.0000,2025-04-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-13"", ""count"": 6, ""field"": ""DAS""}"
sev_HVDCADOPTHE0158_MOSB_2025-06-10,HVDC-ADOPT-HE-0158,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 4, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0159_DSVOutdoor_2024-07-11,HVDC-ADOPT-HE-0159,WH,DSV Outdoor,,NONE,0.0000,2024-07-11,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-11"", ""count"": 2, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0159_DAS_2025-04-28,HVDC-ADOPT-HE-0159,SITE,DAS,,NONE,0.0000,2025-04-28,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-13"", ""count"": 2, ""field"": ""DAS""}"
sev_HVDCADOPTHE0159_MOSB_2025-06-10,HVDC-ADOPT-HE-0159,PORT,MOSB,,NONE,0.0000,2025-06-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-06-10"", ""count"": 1, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0160_DSVAlMarkaz_2024-07-16,HVDC-ADOPT-HE-0160,WH,DSV Al Markaz,,NONE,0.0000,2024-07-16,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-17"", ""count"": 39, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0161_MIR_2024-08-08,HVDC-ADOPT-HE-0161,SITE,MIR,,NONE,0.0000,2024-08-08,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2025-02-04"", ""count"": 77, ""field"": ""MIR""}"
sev_HVDCADOPTHE0161_DSVAlMarkaz_2024-08-10,HVDC-ADOPT-HE-0161,WH,DSV Al Markaz,,NONE,0.0000,2024-08-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-10"", ""count"": 3, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0161_MOSB_2024-08-10,HVDC-ADOPT-HE-0161,PORT,MOSB,,NONE,0.0000,2024-08-10,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-10"", ""count"": 3, ""field"": ""MOSB""}"
sev_HVDCADOPTHE0162_DSVAlMarkaz_2024-07-22,HVDC-ADOPT-HE-0162,WH,DSV Al Markaz,,NONE,0.0000,2024-07-22,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-27"", ""count"": 51, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0163_DSVAlMarkaz_2024-07-26,HVDC-ADOPT-HE-0163,WH,DSV Al Markaz,,NONE,0.0000,2024-07-26,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-26"", ""count"": 40, ""field"": ""DSV Al Markaz""}"
sev_HVDCADOPTHE0163_DSVOutdoor_2024-07-26,HVDC-ADOPT-HE-0163,WH,DSV Outdoor,,NONE,0.0000,2024-07-26,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-07-26"", ""count"": 16, ""field"": ""DSV Outdoor""}"
sev_HVDCADOPTHE0164_SHU_2024-08-29,HVDC-ADOPT-HE-0164,SITE,SHU,,NONE,0.0000,2024-08-29,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-01"", ""count"": 14, ""field"": ""SHU""}"
sev_HVDCADOPTHE0165_DSVIndoor_2024-09-03,HVDC-ADOPT-HE-0165,WH,DSV Indoor,,NONE,0.0000,2024-09-03,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-03"", ""count"": 5, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0165_SHU_2024-12-07,HVDC-ADOPT-HE-0165,SITE,SHU,,NONE,0.0000,2024-12-07,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-12-07"", ""count"": 5, ""field"": ""SHU""}"
sev_HVDCADOPTHE0166_DSVIndoor_2024-09-03,HVDC-ADOPT-HE-0166,WH,DSV Indoor,,NONE,0.0000,2024-09-03,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-09-03"", ""count"": 4, ""field"": ""DSV Indoor""}"
sev_HVDCADOPTHE0166_SHU_2024-12-07,HVDC-ADOPT-HE-0166,SITE,SHU,,NONE,0.0000,2024-12-07,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-12-07"", ""count"": 4, ""field"": ""SHU""}"
sev_HVDCADOPTHE0167_SHU_2024-08-29,HVDC-ADOPT-HE-0167,SITE,SHU,,NONE,0.0000,2024-08-29,warehouse_overlay(min),"{""agg"": ""min"", ""max_date"": ""2024-08-30"", ""count"": 3, ""field"": ""SHU""}"
