hvdc_code,case_no,site_code,eq_no,pkg,description,final_location,storage,l_cm,w_cm,h_cm,cbm,nw_kg,gw_kg,sqm,vendor
HVDC-ADOPT-HE-0302,191052,SHU,EQ-001,1,"Control Cubicle Optical Distribution Frame 23A,",SHU,Indoor,253.0,190.0,105.0,5.04735,220.0,650.0,4.807,HITACHI
HVDC-ADOPT-HE-0303,280384,MIR,EQ-052,1,LOWER PART for n° 6 Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,130.0,130.0,130.0,2.197,474.0,580.0,1.69,HITACHI
HVDC-ADOPT-HE-0303,280385,MIR,EQ-052,1,LIVE PART for n° 6 Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,350.0,225.0,225.0,17.71875,1653.0,2130.0,7.875,HITACHI
HVDC-ADOPT-HE-0303,280386,MIR,EQ-052,1,CORONA RING & BRACKET for n° 6 Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,170.0,110.0,210.0,3.927,138.0,300.0,1.87,HITACHI
HVDC-ADOPT-HE-0303,280388,MIR,EQ-052,1,NUTS&BOLTS for n° 6 Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,62.0,42.0,46.0,0.119784,76.0,85.0,0.2604,HITACHI
HVDC-ADOPT-HE-0303,280389,MIR,EQ-052,1,n°3 SUPPORT STRUCTURE FOR DSC,MIR,Outdoor,460.0,112.0,180.0,9.2736,1878.0,2025.0,5.152,HITACHI
HVDC-ADOPT-HE-0303,280390,MIR,EQ-052,1,INSULATOR for Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,378.0,113.0,90.0,3.84426,1542.0,1850.0,4.2714,HITACHI
HVDC-ADOPT-HE-0303,280391,MIR,EQ-052,1,INSULATOR for Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,378.0,113.0,90.0,3.84426,1542.0,1810.0,4.2714,HITACHI
HVDC-ADOPT-HE-0303,280392,MIR,EQ-052,1,ROTARY STACK for Singlepole DSC SPOL 420 kV 3150 A,MIR,Outdoor,377.0,98.0,80.0,2.95568,906.0,1170.0,3.6946,HITACHI
HVDC-ADOPT-HE-0303,280393,MIR,EQ-052,1,n°3 SUPPORT STRUCTURE FOR DSC,MIR,Outdoor,460.0,112.0,180.0,9.2736,1878.0,2025.0,5.152,HITACHI
HVDC-ADOPT-HE-0304,280387,MIR,EQ-052,1,OP. MECHANISM for n° 6 Singlepole DSC SPOL 420 kV 3150 A,MIR,Indoor,190.0,70.0,200.0,2.66,411.0,538.0,1.33,HITACHI
HVDC-ADOPT-HE-0305,191648,SHU,EQ-052,1,OP. MECHANISM for n° 6 Singlepole DSC SPOL 420 kV 3150 A,SHU,Indoor,190.0,70.0,200.0,2.66,411.0,538.0,1.33,HITACHI
HVDC-ADOPT-HE-0306,191645,SHU,EQ-052,1,LOWER PART for n° 6 Singlepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,130.0,130.0,130.0,2.197,474.0,580.0,1.69,HITACHI
HVDC-ADOPT-HE-0306,191646,SHU,EQ-052,1,LIVE PART for n° 6 Singlepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,350.0,225.0,225.0,17.71875,1653.0,2130.0,7.875,HITACHI
HVDC-ADOPT-HE-0306,191647,SHU,EQ-052,1,CORONA RING & BRACKET for n° 6 Singlepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,170.0,110.0,210.0,3.927,138.0,300.0,1.87,HITACHI
HVDC-ADOPT-HE-0306,191649,SHU,EQ-052,1,NUTS&BOLTS for n° 6 Singlepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,62.0,42.0,46.0,0.119784,76.0,85.0,0.2604,HITACHI
HVDC-ADOPT-HE-0306,191650,SHU,EQ-052,1,n° 3 SUPPORT STRUCTURE FOR DSC,SHU,Outdoor,460.0,112.0,180.0,9.2736,1878.0,2025.0,5.152,HITACHI
HVDC-ADOPT-HE-0306,191651,SHU,EQ-052,1,INSULATOR forSinglepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,378.0,113.0,90.0,3.84426,1542.0,1850.0,4.2714,HITACHI
HVDC-ADOPT-HE-0306,191652,SHU,EQ-052,1,INSULATOR forSinglepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,378.0,113.0,90.0,3.84426,1542.0,1850.0,4.2714,HITACHI
HVDC-ADOPT-HE-0306,191653,SHU,EQ-052,1,ROTARY STACK for Singlepole DSC SPOL 420 kV 3150 A,SHU,Outdoor,378.0,98.0,60.0,2.22264,906.0,1170.0,3.7044,HITACHI
HVDC-ADOPT-HE-0306,191654,SHU,EQ-052,1,n° 3 SUPPORT STRUCTURE FOR DSC,SHU,Outdoor,460.0,112.0,180.0,9.2736,1878.0,2025.0,5.152,HITACHI
HVDC-ADOPT-HE-0307,191046,SHU,EQ-001,1,Control Cubicle Optical Distribution Frame 1B,SHU,Indoor,253.0,190.0,105.0,5.04735,220.0,650.0,4.807,HITACHI
HVDC-ADOPT-HE-0307,191048,SHU,EQ-001,1,Control Cubicle Optical Distribution Frame 21B,SHU,Indoor,253.0,190.0,105.0,5.04735,220.0,650.0,4.807,HITACHI
HVDC-ADOPT-HE-0307,191049,SHU,EQ-001,1,Control Cubicle Optical Distribution Frame 22A,SHU,Indoor,253.0,190.0,105.0,5.04735,220.0,650.0,4.807,HITACHI
HVDC-ADOPT-HE-0307,191051,SHU,EQ-001,1,"Control Cubicle Optical Distribution Frame 23A,",SHU,Indoor,253.0,190.0,105.0,5.04735,220.0,650.0,4.807,HITACHI
HVDC-ADOPT-HE-0308,208874,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,503.0,78.0,36.0,1.412424,191.0,207.0,3.9234,HITACHI
HVDC-ADOPT-HE-0308,208875,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,503.0,78.0,36.0,1.412424,192.0,208.0,3.9234,HITACHI
HVDC-ADOPT-HE-0308,208876,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,703.0,78.0,36.0,1.974024,265.0,281.0,5.4834,HITACHI
HVDC-ADOPT-HE-0308,208877,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,703.0,78.0,36.0,1.974024,265.0,281.0,5.4834,HITACHI
HVDC-ADOPT-HE-0308,208878,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,703.0,30.0,36.0,0.75924,84.0,96.0,2.109,HITACHI
HVDC-ADOPT-HE-0308,208879,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,803.0,78.0,36.0,2.254824,301.0,317.0,6.2634,HITACHI
HVDC-ADOPT-HE-0308,208880,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,803.0,78.0,36.0,2.254824,303.0,319.0,6.2634,HITACHI
HVDC-ADOPT-HE-0308,208881,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,803.0,53.0,36.0,1.532124,201.0,213.0,4.2559,HITACHI
HVDC-ADOPT-HE-0308,208882,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,903.0,78.0,36.0,2.535624,222.0,238.0,7.0434,HITACHI
HVDC-ADOPT-HE-0308,208883,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,1003.0,78.0,36.0,2.816424,378.0,398.0,7.8234,HITACHI
HVDC-ADOPT-HE-0308,208884,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,1003.0,53.0,36.0,1.913724,250.0,266.0,5.3159,HITACHI
HVDC-ADOPT-HE-0308,208885,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,1003.0,53.0,36.0,1.913724,253.0,269.0,5.3159,HITACHI
HVDC-ADOPT-HE-0308,208886,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,1003.0,53.0,36.0,1.913724,248.0,264.0,5.3159,HITACHI
HVDC-ADOPT-HE-0308,208887,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,1003.0,53.0,36.0,1.913724,253.0,269.0,5.3159,HITACHI
HVDC-ADOPT-HE-0308,208888,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,553.0,78.0,36.0,1.552824,209.0,225.0,4.3134,HITACHI
HVDC-ADOPT-HE-0308,208889,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,553.0,78.0,36.0,1.552824,210.0,226.0,4.3134,HITACHI
HVDC-ADOPT-HE-0308,208890,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,653.0,78.0,36.0,1.833624,247.0,263.0,5.0934,HITACHI
HVDC-ADOPT-HE-0308,208891,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,853.0,78.0,36.0,2.395224,315.0,335.0,6.6534,HITACHI
HVDC-ADOPT-HE-0308,208892,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,853.0,78.0,36.0,2.395224,316.0,336.0,6.6534,HITACHI
HVDC-ADOPT-HE-0308,208893,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,853.0,78.0,36.0,2.395224,318.0,338.0,6.6534,HITACHI
HVDC-ADOPT-HE-0308,208894,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,853.0,78.0,36.0,2.395224,316.0,336.0,6.6534,HITACHI
HVDC-ADOPT-HE-0308,208895,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,853.0,30.0,36.0,0.92124,103.0,113.0,2.559,HITACHI
HVDC-ADOPT-HE-0308,208896,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,953.0,53.0,36.0,1.818324,234.0,250.0,5.0509,HITACHI
HVDC-ADOPT-HE-0308,208897,DAS,EQ-352,1,Aluminium Busbar Tube 250 x 6 mm,DAS,Indoor,553.0,78.0,36.0,1.552824,205.0,225.0,4.3134,HITACHI
HVDC-ADOPT-HE-0309-1,208848,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,1003.0,67.0,27.0,1.814427,317.0,331.0,6.7201,HITACHI
HVDC-ADOPT-HE-0309-1,208849,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,1003.0,67.0,27.0,1.814427,318.0,332.0,6.7201,HITACHI
HVDC-ADOPT-HE-0309-1,208851,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,883.0,67.0,27.0,1.597347,279.0,293.0,5.9161,HITACHI
HVDC-ADOPT-HE-0309-1,208852,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,883.0,67.0,27.0,1.597347,274.0,288.0,5.9161,HITACHI
HVDC-ADOPT-HE-0309-1,208853,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,883.0,67.0,27.0,1.597347,275.0,289.0,5.9161,HITACHI
HVDC-ADOPT-HE-0309-1,208854,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,353.0,67.0,27.0,0.638577,110.0,124.0,2.3651,HITACHI
HVDC-ADOPT-HE-0309-1,208855,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,353.0,51.0,27.0,0.486081,82.0,92.0,1.8003,HITACHI
HVDC-ADOPT-HE-0309-1,208856,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,353.0,35.0,27.0,0.333585,51.0,61.0,1.2355,HITACHI
HVDC-ADOPT-HE-0309-1,208857,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,553.0,83.0,27.0,1.239273,220.0,234.0,4.5899,HITACHI
HVDC-ADOPT-HE-0309-1,208858,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,553.0,83.0,27.0,1.239273,222.0,236.0,4.5899,HITACHI
HVDC-ADOPT-HE-0309-1,208859,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,653.0,67.0,27.0,1.181277,208.0,222.0,4.3751,HITACHI
HVDC-ADOPT-HE-0309-1,208860,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,653.0,67.0,27.0,1.181277,208.0,222.0,4.3751,HITACHI
HVDC-ADOPT-HE-0309-1,208861,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,653.0,67.0,27.0,1.181277,207.0,221.0,4.3751,HITACHI
HVDC-ADOPT-HE-0309-1,208862,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,653.0,35.0,27.0,0.617085,97.0,111.0,2.2855,HITACHI
HVDC-ADOPT-HE-0309-1,208863,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,753.0,35.0,27.0,0.711585,117.0,127.0,2.6355,HITACHI
HVDC-ADOPT-HE-0309-1,208864,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,753.0,35.0,27.0,0.711585,112.0,126.0,2.6355,HITACHI
HVDC-ADOPT-HE-0309-1,208869,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,853.0,20.0,27.0,0.46062,68.0,78.0,1.706,HITACHI
HVDC-ADOPT-HE-0309-1,208872,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,953.0,67.0,27.0,1.723977,300.0,314.0,6.3851,HITACHI
HVDC-ADOPT-HE-0309-1,208873,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,453.0,67.0,27.0,0.819477,40.0,50.0,3.0351,HITACHI
HVDC-ADOPT-HE-0309-2,208850,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,863.0,51.0,27.0,1.188351,198.0,212.0,4.4013,HITACHI
HVDC-ADOPT-HE-0309-2,208865,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,853.0,67.0,27.0,1.543077,274.0,288.0,5.7151,HITACHI
HVDC-ADOPT-HE-0309-2,208866,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,853.0,67.0,27.0,1.543077,266.0,280.0,5.7151,HITACHI
HVDC-ADOPT-HE-0309-2,208867,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,853.0,67.0,27.0,1.543077,266.0,280.0,5.7151,HITACHI
HVDC-ADOPT-HE-0309-2,208868,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,853.0,67.0,27.0,1.543077,267.0,281.0,5.7151,HITACHI
HVDC-ADOPT-HE-0309-2,208870,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,853.0,20.0,27.0,0.46062,68.0,82.0,1.706,HITACHI
HVDC-ADOPT-HE-0309-2,208871,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,953.0,67.0,27.0,1.723977,305.0,319.0,6.3851,HITACHI
HVDC-ADOPT-HE-0310-1,208813,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,103.0,67.0,27.0,0.186327,32.0,43.0,0.6901,HITACHI
HVDC-ADOPT-HE-0310-1,208814,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,103.0,67.0,27.0,0.186327,32.0,42.0,0.6901,HITACHI
HVDC-ADOPT-HE-0310-1,208815,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,103.0,67.0,27.0,0.186327,35.0,45.0,0.6901,HITACHI
HVDC-ADOPT-HE-0310-1,208816,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,303.0,51.0,27.0,0.417231,69.0,79.0,1.5453,HITACHI
HVDC-ADOPT-HE-0310-1,208817,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,303.0,51.0,27.0,0.417231,71.0,81.0,1.5453,HITACHI
HVDC-ADOPT-HE-0310-1,208818,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,403.0,67.0,27.0,0.729027,125.0,139.0,2.7001,HITACHI
HVDC-ADOPT-HE-0310-1,208819,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,403.0,67.0,27.0,0.729027,125.0,139.0,2.7001,HITACHI
HVDC-ADOPT-HE-0310-1,208820,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,403.0,67.0,27.0,0.729027,123.0,137.0,2.7001,HITACHI
HVDC-ADOPT-HE-0310-1,208821,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,403.0,67.0,27.0,0.729027,123.0,137.0,2.7001,HITACHI
HVDC-ADOPT-HE-0310-1,208822,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,403.0,83.0,27.0,0.903123,157.0,171.0,3.3449,HITACHI
HVDC-ADOPT-HE-0310-1,208823,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,403.0,67.0,27.0,0.729027,124.0,138.0,2.7001,HITACHI
HVDC-ADOPT-HE-0310-1,208824,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,503.0,51.0,27.0,0.692631,117.0,129.0,2.5653,HITACHI
HVDC-ADOPT-HE-0310-1,208825,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,503.0,51.0,27.0,0.692631,116.0,128.0,2.5653,HITACHI
HVDC-ADOPT-HE-0310-1,208828,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,603.0,35.0,27.0,0.569835,139.0,153.0,2.1105,HITACHI
HVDC-ADOPT-HE-0310-1,208829,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,603.0,35.0,27.0,0.569835,139.0,153.0,2.1105,HITACHI
HVDC-ADOPT-HE-0310-1,208830,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,67.0,27.0,1.271727,221.0,235.0,4.7101,HITACHI
HVDC-ADOPT-HE-0310-1,208831,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,67.0,27.0,1.271727,222.0,236.0,4.7101,HITACHI
HVDC-ADOPT-HE-0310-1,208832,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,67.0,27.0,1.271727,220.0,234.0,4.7101,HITACHI
HVDC-ADOPT-HE-0310-1,208833,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,67.0,27.0,1.271727,222.0,236.0,4.7101,HITACHI
HVDC-ADOPT-HE-0310-1,208834,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,67.0,27.0,1.271727,221.0,235.0,4.7101,HITACHI
HVDC-ADOPT-HE-0310-1,208835,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,67.0,27.0,1.271727,221.0,235.0,4.7101,HITACHI
HVDC-ADOPT-HE-0310-1,208836,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,51.0,27.0,0.968031,163.0,177.0,3.5853,HITACHI
HVDC-ADOPT-HE-0310-1,208838,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,20.0,27.0,0.37962,54.0,68.0,1.406,HITACHI
HVDC-ADOPT-HE-0310-1,208839,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,803.0,67.0,27.0,1.452627,252.0,266.0,5.3801,HITACHI
HVDC-ADOPT-HE-0310-1,208841,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,803.0,67.0,27.0,1.452627,250.0,264.0,5.3801,HITACHI
HVDC-ADOPT-HE-0310-1,208842,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,803.0,51.0,27.0,1.105731,187.0,199.0,4.0953,HITACHI
HVDC-ADOPT-HE-0310-2,208826,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,603.0,67.0,27.0,1.090827,191.0,205.0,4.0401,HITACHI
HVDC-ADOPT-HE-0310-2,208827,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,603.0,35.0,27.0,0.569835,91.0,103.0,2.1105,HITACHI
HVDC-ADOPT-HE-0310-2,208837,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,703.0,55.0,27.0,1.043955,105.0,119.0,3.8665,HITACHI
HVDC-ADOPT-HE-0310-2,208840,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,803.0,35.0,27.0,0.758835,124.0,134.0,2.8105,HITACHI
HVDC-ADOPT-HE-0310-2,208843,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,903.0,67.0,27.0,1.633527,288.0,302.0,6.0501,HITACHI
HVDC-ADOPT-HE-0310-2,208844,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,903.0,67.0,27.0,1.633527,288.0,302.0,6.0501,HITACHI
HVDC-ADOPT-HE-0310-2,208845,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,903.0,67.0,27.0,1.633527,281.0,295.0,6.0501,HITACHI
HVDC-ADOPT-HE-0310-2,208846,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,903.0,67.0,27.0,1.633527,285.0,299.0,6.0501,HITACHI
HVDC-ADOPT-HE-0310-2,208847,DAS,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,DAS,Indoor,903.0,67.0,27.0,1.633527,280.0,294.0,6.0501,HITACHI
HVDC-ADOPT-HE-0311-1,191655,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,103.0,67.0,27.0,0.186327,35.0,46.0,0.6901,HITACHI
HVDC-ADOPT-HE-0311-1,191656,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,103.0,67.0,27.0,0.186327,31.0,42.0,0.6901,HITACHI
HVDC-ADOPT-HE-0311-1,191657,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,103.0,67.0,27.0,0.186327,32.0,43.0,0.6901,HITACHI
HVDC-ADOPT-HE-0311-1,191658,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,303.0,67.0,27.0,0.548127,96.0,110.0,2.0301,HITACHI
HVDC-ADOPT-HE-0311-1,191659,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,303.0,67.0,27.0,0.548127,96.0,110.0,2.0301,HITACHI
HVDC-ADOPT-HE-0311-1,191660,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,303.0,67.0,27.0,0.548127,97.0,111.0,2.0301,HITACHI
HVDC-ADOPT-HE-0311-1,191661,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,303.0,67.0,27.0,0.548127,93.0,107.0,2.0301,HITACHI
HVDC-ADOPT-HE-0311-1,191662,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,403.0,67.0,27.0,0.729027,126.0,138.0,2.7001,HITACHI
HVDC-ADOPT-HE-0311-1,191663,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,403.0,67.0,27.0,0.729027,125.0,139.0,2.7001,HITACHI
HVDC-ADOPT-HE-0311-1,191664,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,403.0,67.0,27.0,0.729027,124.0,138.0,2.7001,HITACHI
HVDC-ADOPT-HE-0311-1,191665,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,403.0,35.0,27.0,0.380835,57.0,71.0,1.4105,HITACHI
HVDC-ADOPT-HE-0311-1,191666,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,503.0,51.0,27.0,0.692631,117.0,131.0,2.5653,HITACHI
HVDC-ADOPT-HE-0311-1,191667,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,503.0,35.0,27.0,0.475335,76.0,88.0,1.7605,HITACHI
HVDC-ADOPT-HE-0311-1,191668,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,503.0,51.0,27.0,0.692631,117.0,131.0,2.5653,HITACHI
HVDC-ADOPT-HE-0311-1,191669,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,503.0,20.0,27.0,0.27162,41.0,51.0,1.006,HITACHI
HVDC-ADOPT-HE-0311-1,191670,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,603.0,51.0,27.0,0.830331,139.0,153.0,3.0753,HITACHI
HVDC-ADOPT-HE-0311-1,191671,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,603.0,51.0,27.0,0.830331,139.0,153.0,3.0753,HITACHI
HVDC-ADOPT-HE-0311-1,191672,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,603.0,51.0,27.0,0.830331,139.0,153.0,3.0753,HITACHI
HVDC-ADOPT-HE-0311-1,191673,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,903.0,67.0,27.0,1.633527,283.0,297.0,6.0501,HITACHI
HVDC-ADOPT-HE-0311-1,191674,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,903.0,67.0,27.0,1.633527,283.0,297.0,6.0501,HITACHI
HVDC-ADOPT-HE-0311-1,191675,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,903.0,67.0,27.0,1.633527,284.0,298.0,6.0501,HITACHI
HVDC-ADOPT-HE-0311-1,191676,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,1003.0,67.0,27.0,1.814427,316.0,330.0,6.7201,HITACHI
HVDC-ADOPT-HE-0311-1,191677,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,1003.0,67.0,27.0,1.814427,315.0,329.0,6.7201,HITACHI
HVDC-ADOPT-HE-0311-1,191678,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,1003.0,67.0,27.0,1.814427,315.0,329.0,6.7201,HITACHI
HVDC-ADOPT-HE-0311-1,191679,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,1003.0,20.0,27.0,0.54162,82.0,96.0,2.006,HITACHI
HVDC-ADOPT-HE-0311-1,191680,SHU,EQ-352,1,Aluminium Busbar Tube 160 x 6 mm,SHU,Indoor,453.0,67.0,27.0,0.819477,145.0,159.0,3.0351,HITACHI
