hvdc_code,case_no,site_code,eq_no,pkg,description,final_location,storage,l_cm,w_cm,h_cm,cbm,nw_kg,gw_kg,sqm,vendor
HVDC-ADOPT-HE-0118,365399,AGI,EQ-098,1,Insulator,DSV Outdoor,Outdoor covered,153.0,125.0,107.0,2.046375,1650.0,1795.0,1.9125,HITACHI
HVDC-ADOPT-HE-0119,208352,DAS,EQ-098,1,Spare Single-phase HVDC Filter Reactor,DAS,Outdoor covered,198.0,198.0,252.0,9.879,338.0,618.0,3.9204,HITACHI
HVDC-ADOPT-HE-0119,208353,DAS,EQ-098,1,Spare Insulator,DAS,Outdoor covered,124.0,39.0,45.0,0.218,98.0,118.0,0.4836,HITACHI
HVDC-ADOPT-HE-0119,208354,DAS,EQ-098,1,Spare Insulator,DAS,Outdoor covered,156.0,43.0,48.0,0.322,184.0,214.0,0.6708,HITACHI
HVDC-ADOPT-HE-0119,365400,AGI,EQ-098,1,Spare Single phase Fliter reactor,DSV Outdoor,Outdoor covered,198.0,198.0,252.0,9.88,350.0,630.0,3.9204,HITACHI
HVDC-ADOPT-HE-0119,365401,AGI,EQ-098,1,Spare Insulator,DSV Outdoor,Outdoor covered,147.0,43.0,48.0,0.3,185.0,215.0,0.6321,HITACHI
HVDC-ADOPT-HE-0119,365402,AGI,EQ-098,1,Spare Insulator,DSV Outdoor,Outdoor covered,147.0,46.0,51.0,0.34,275.0,310.0,0.6762,HITACHI
HVDC-ADOPT-HE-0120,279975,MIR,EQ-098,1,Insulator,MIR,Outdoor Covered,124.0,104.0,83.0,1.070368,588.0,683.0,1.2896,HITACHI
HVDC-ADOPT-HE-0120,279976,MIR,EQ-098,1,Insulator,MIR,Outdoor Covered,124.0,104.0,83.0,1.070368,588.0,683.0,1.2896,HITACHI
HVDC-ADOPT-HE-0120,279977,MIR,EQ-098,1,Insulator,MIR,Outdoor Covered,161.0,119.0,99.0,1.896741,1104.0,1237.0,1.9159,HITACHI
HVDC-ADOPT-HE-0120,279978,MIR,EQ-098,1,Insulator,MIR,Outdoor Covered,161.0,119.0,99.0,1.896741,1104.0,1237.0,1.9159,HITACHI
HVDC-ADOPT-HE-0121,279979,MIR,EQ-098,1,Spare Single Phase Filter reactor,MIR,Outdoor Covered,168.0,168.0,214.0,6.039936,257.0,457.0,2.8224,HITACHI
HVDC-ADOPT-HE-0121,279980,MIR,EQ-098,1,Spare Insulator,MIR,Outdoor Covered,124.0,39.0,45.0,0.21762,98.0,118.0,0.4836,HITACHI
HVDC-ADOPT-HE-0121,279981,MIR,EQ-098,1,Spare Insulator,MIR,Outdoor Covered,156.0,43.0,48.0,0.321984,184.0,214.0,0.6708,HITACHI
HVDC-ADOPT-HE-0122,190950,SHU,EQ-098,1,Single-phase HVDC Filter Reactor,SHU,Outdoor Covered,244.0,230.0,215.0,12.066,682.0,1157.0,5.612,HITACHI
HVDC-ADOPT-HE-0122,190951,SHU,EQ-098,1,Single-phase HVDC Filter Reactor,SHU,Outdoor Covered,244.0,230.0,215.0,12.066,682.0,1157.0,5.612,HITACHI
HVDC-ADOPT-HE-0122,190952,SHU,EQ-098,1,Single-phase HVDC Filter Reactor,SHU,Outdoor Covered,244.0,230.0,215.0,12.066,682.0,1157.0,5.612,HITACHI
HVDC-ADOPT-HE-0122,190953,SHU,EQ-098,1,Single-phase HVDC Filter Reactor,SHU,Outdoor Covered,244.0,230.0,215.0,12.066,682.0,1157.0,5.612,HITACHI
HVDC-ADOPT-HE-0122,190954,SHU,EQ-098,1,Insulator,SHU,Outdoor Covered,124.0,104.0,83.0,1.07,588.0,683.0,1.2896,HITACHI
HVDC-ADOPT-HE-0122,190955,SHU,EQ-098,1,Insulator,SHU,Outdoor Covered,124.0,104.0,83.0,1.07,588.0,683.0,1.2896,HITACHI
HVDC-ADOPT-HE-0122,190956,SHU,EQ-098,1,Insulator,SHU,Outdoor Covered,161.0,119.0,99.0,1.897,1104.0,1237.0,1.9159,HITACHI
HVDC-ADOPT-HE-0122,190957,SHU,EQ-098,1,Insulator,SHU,Outdoor Covered,161.0,119.0,99.0,1.897,1104.0,1237.0,1.9159,HITACHI
HVDC-ADOPT-HE-0123,190958,SHU,EQ-098,1,Spare Single Phase Filter reactor,SHU,Outdoor Covered,153.0,153.0,192.0,4.495,230.0,395.0,2.3409,HITACHI
HVDC-ADOPT-HE-0123,190960,SHU,EQ-098,1,Spare Insulator,SHU,Outdoor Covered,156.0,43.0,48.0,0.322,184.0,214.0,0.6708,HITACHI
HVDC-ADOPT-HE-0124,191086,SHU,EQ-098,1,Commutating DC Switches,SHU,Outdoor Covered,118.0,163.0,52.0,1.000168,15.0,83.0,1.9234,HITACHI
HVDC-ADOPT-HE-0124,191087,SHU,EQ-098,1,Insulator,SHU,Outdoor Covered,63.0,63.0,39.0,0.155,86.0,102.0,0.3969,HITACHI
HVDC-ADOPT-HE-0125,190000,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190001,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190002,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190003,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190004,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190005,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190006,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190007,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190008,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190009,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190010,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190011,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190012,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190013,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190014,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190015,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190016,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190017,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190018,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190019,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190020,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,852.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190021,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190022,SHU,EQ-009,1,GGFL1225 Wallbushing,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,852.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0125,190023,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0125,190024,SHU,EQ-009,1,GGFL 1300 Wallbushing,SHU,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2720.0,14.364,HITACHI
HVDC-ADOPT-HE-0125,190025,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAL",SHU,Outdoor covered,120.0,120.0,112.0,1.6128,95.0,145.0,1.44,HITACHI
HVDC-ADOPT-HE-0125,190026,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAF",SHU,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0125,190027,SHU,EQ-009,1,GGFL 1300 Wallbushing,SHU,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2720.0,14.364,HITACHI
HVDC-ADOPT-HE-0125,190028,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAL",SHU,Outdoor covered,120.0,120.0,112.0,1.6128,95.0,145.0,1.44,HITACHI
HVDC-ADOPT-HE-0125,190029,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAF",SHU,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0125,190030,SHU,EQ-009,1,GSA 52-AA/4000 Wallbushing,SHU,Outdoor covered,252.0,64.0,71.0,1.145088,110.0,200.0,1.6128,HITACHI
HVDC-ADOPT-HE-0125,190031,SHU,EQ-009,1,GSA 52-AA/4000 Wallbushing,SHU,Outdoor covered,252.0,64.0,71.0,1.145088,110.0,200.0,1.6128,HITACHI
HVDC-ADOPT-HE-0125,190032,SHU,EQ-009,1,GGFL 1300 Wallbushing,SHU,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2720.0,14.364,HITACHI
HVDC-ADOPT-HE-0125,190033,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAL",SHU,Outdoor covered,120.0,120.0,112.0,1.6128,95.0,145.0,1.44,HITACHI
HVDC-ADOPT-HE-0125,190034,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAF",SHU,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0125,190035,SHU,EQ-009,1,GGFL 1300 Wallbushing,SHU,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2720.0,14.364,HITACHI
HVDC-ADOPT-HE-0125,190036,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAL",SHU,Outdoor covered,120.0,120.0,112.0,1.6128,95.0,145.0,1.44,HITACHI
HVDC-ADOPT-HE-0125,190037,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAF",SHU,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0126,190038,SHU,EQ-009,1,GGFL1225 Wallbushing- Spare,SHU,Outdoor covered,840.0,111.0,133.0,12.40092,852.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0126,190039,SHU,EQ-009,1,Corona shield,SHU,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0126,190040,SHU,EQ-009,1,GGFL 1300 Wallbushing - Spare,SHU,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2720.0,14.364,HITACHI
HVDC-ADOPT-HE-0126,190041,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAL",SHU,Outdoor covered,120.0,120.0,112.0,1.6128,95.0,145.0,1.44,HITACHI
HVDC-ADOPT-HE-0126,190042,SHU,EQ-009,1,"Corona shield - 
 1ZSC001635-AAF",SHU,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0126,190043,SHU,EQ-009,1,GSA 52-AA/4000 Wallbushing,SHU,Outdoor covered,252.0,64.0,71.0,1.145088,110.0,200.0,1.6128,HITACHI
HVDC-ADOPT-HE-0127-1,207500,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,852.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207501,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207502,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,852.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207503,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207504,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207505,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207506,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207507,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207508,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,850.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207509,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207510,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,850.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207511,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207512,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207513,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207514,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207515,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207516,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207517,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207518,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207519,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207520,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207521,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207522,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207523,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207524,DAS,EQ-009,1,GGFL 1300,DAS,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2710.0,14.364,HITACHI
HVDC-ADOPT-HE-0127-1,207527,DAS,EQ-009,1,GGFL 1300,DAS,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2710.0,14.364,HITACHI
HVDC-ADOPT-HE-0127-1,207532,DAS,EQ-009,1,GGFL 1300,DAS,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2710.0,14.364,HITACHI
HVDC-ADOPT-HE-0127-1,207538,DAS,EQ-009,1,GGFL 1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207539,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207540,DAS,EQ-009,1,GGFL 1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207541,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207542,DAS,EQ-009,1,GGFL 1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207543,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207544,DAS,EQ-009,1,GGFL 1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-1,207545,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207547,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207549,DAS,EQ-009,1,Corona Shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207551,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207553,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207555,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-1,207557,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0127-2,207526,DAS,EQ-009,1,Corona shield - 1ZSC001635-AAF,DAS,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0127-2,207529,DAS,EQ-009,1,Corona shield - 1ZAC001635-AAF,DAS,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0127-2,207534,DAS,EQ-009,1,Corona shield -1ZSC001635-AAF,DAS,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0127-2,207535,DAS,EQ-009,1,GGFL 1300,DAS,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2710.0,14.364,HITACHI
HVDC-ADOPT-HE-0127-2,207537,DAS,EQ-009,1,Corona shield -1ZSC001635-AAF,DAS,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0127-2,207546,DAS,EQ-009,1,GGFL 1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-2,207548,DAS,EQ-009,1,GGFL 1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-2,207550,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0127-2,207552,DAS,EQ-009,1,GGFL1225,DAS,Outdoor covered,840.0,111.0,133.0,12.40092,855.0,1790.0,9.324,HITACHI
HVDC-ADOPT-HE-0128,207559,DAS,EQ-009,1,Corona shield,DAS,Outdoor covered,186.0,93.0,80.0,1.38384,24.0,90.0,1.7298,HITACHI
HVDC-ADOPT-HE-0128,207560,DAS,EQ-009,1,GGFL 1300 Spare wallbushing,DAS,Outdoor covered,1140.0,126.0,131.0,18.81684,1635.0,2710.0,14.364,HITACHI
HVDC-ADOPT-HE-0128,207562,DAS,EQ-009,1,Corona shield -1ZSC001635-AAF,DAS,Outdoor covered,131.0,131.0,107.0,1.836227,50.0,125.0,1.7161,HITACHI
HVDC-ADOPT-HE-0129,207579,DAS,EQ-009,1,GSA52-AA Bushing,DAS,Outdoor covered,262.0,64.0,71.0,1.190528,132.0,200.0,1.6768,HITACHI
HVDC-ADOPT-HE-0129,207580,DAS,EQ-009,1,GSA52-AA Bushing,DAS,Outdoor covered,262.0,64.0,71.0,1.190528,132.0,200.0,1.6768,HITACHI
HVDC-ADOPT-HE-0129,207581,DAS,EQ-009,1,GSA52-AA Bushing,DAS,Outdoor covered,262.0,64.0,71.0,1.190528,132.0,200.0,1.6768,HITACHI
HVDC-ADOPT-HE-0129,207585,DAS,EQ-009,1,GSA52-AA Bushing,DAS,Outdoor covered,260.0,64.0,71.0,1.18144,127.0,201.0,1.664,HITACHI
HVDC-ADOPT-HE-0129,364100,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364101,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364102,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364103,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364104,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364105,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364106,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364107,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364108,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364109,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364110,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364111,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364124,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364125,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364128,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364129,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364130,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364131,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364132,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364133,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364134,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364135,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
HVDC-ADOPT-HE-0129,364136,AGI,EQ-009,1,GSBL145-650 Bushing,DSV Outdoor,Outdoor covered,450.0,89.0,95.0,3.80475,340.0,615.0,4.005,HITACHI
