hvdc_code,shipment_invoice_no,vendor,coe,pol,pod,vessel,hs_code,currency,price
HVDC-ADOPT-HE-0219,PRL-ZAK-010-O3,HITACHI,FRANCE,Gothenburg,Khalifa port,ALEXANDRA MAERSK,85072080,SEK,2008504.0
HVDC-ADOPT-HE-0220,PRL-SHU-026-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ALEXANDRA MAERSK,85044083,SEK,433859.0
HVDC-ADOPT-HE-0221,PRL-MIR-017-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ALEXANDRA MAERSK,85044083,SEK,327582.0
HVDC-ADOPT-HE-0222,PRL-CS-020-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ALEXANDRA MAERSK,85044083,SEK,433859.0
HVDC-ADOPT-HE-0223,PRL-SHU-025-O2,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EY,84198910,SEK,673158.6
HVDC-ADOPT-HE-0224,PRL-SHU-029-A,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,85354000,SEK,246629.3
HVDC-ADOPT-HE-0225,PRL-SHU-029-A SPARE,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,85354000,SEK,246629.3
HVDC-ADOPT-HE-0226,PRL-DAS-023-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC ILARIA,85354000,SEK,86921.49
HVDC-ADOPT-HE-0227,PRL-DAS-023-O Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC ILARIA,85354000,SEK,86921.49
HVDC-ADOPT-HE-0228,PRL-MIR-036-A,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY,85354000,SEK,787028.7
HVDC-ADOPT-HE-0229,PRL-MIR-036-A Spare,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY,85354000,SEK,787028.6
HVDC-ADOPT-HE-0230,PRL-DAS-019-A1,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY,85354000,SEK,220295.9
HVDC-ADOPT-HE-0231,PRL-DAS-019-A2 Spare,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY,85354000,SEK,220295.9
HVDC-ADOPT-HE-0232,PRL-MIR-019-O,HITACHI,BRAZIL,Itagui,Mina Zayed,BBC MONT BLANC,85042300,SEK,2080000.0
HVDC-ADOPT-HE-0233,PRL-ZAK-014-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MAERSK HAMBURG,85049017,SEK,700015.9
HVDC-ADOPT-HE-0234,PRL-MIR-011-O2,HITACHI,SWEDEN,Gothenburg,Khalifa port,ALETTE MAERSK,85469090,SEK,338239.8
HVDC-ADOPT-HE-0236,PRL-CS-021-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,MAERSK HAMBURG,,SEK,438884.0
HVDC-ADOPT-HE-0237,PRL-DAS-022-A,HITACHI,Estonia,Talinn,Abu Dhabi Airport,QR9705,85447700,SEK,652795.2
HVDC-ADOPT-HE-0238,PRL-ZAK-010-O2,HITACHI,SWEDEN,Gothenburg,Khalifa port,ARC COMMITMENT,84198910,SEK,945381.6
HVDC-ADOPT-HE-0239,PRL-MIR-010-O2,HITACHI,SWEDEN,Gothenburg,Khalifa port,ARC COMMITMENT,84198910,SEK,1132184.0
HVDC-ADOPT-HE-0240,PRL-CS-026-O,HITACHI,BELGIUM,Antwerp,Khalifa port,HOEGH COPENHAGEN,84289090,SEK,959255.6
HVDC-ADOPT-HE-0241,PRL-MIR-023-O,HITACHI,BELGIUM,Antwerp,Khalifa port,HOEGH COPENHAGEN,84289090,SEK,959255.6
HVDC-ADOPT-HE-0242,PRL-SHU-034-O,HITACHI,BELGIUM,Antwerp,Khalifa port,HOEGH COPENHAGEN,84289090,SEK,959255.6
HVDC-ADOPT-HE-0243,PRL-SHU-035-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MATZ MAERSK,85049017,SEK,292000.0
HVDC-ADOPT-HE-0244,PRL-SHU-008-A5,HITACHI,SWEDEN,Malmoe,Abu Dhabi Airport,Emirates,84198910,SEK,133548.0
HVDC-ADOPT-HE-0245,PRL-SHU-036-O1,HITACHI,Italy,Venezia,Khalifa port,MSC RENEE,85353090,SEK,52874.14
HVDC-ADOPT-HE-0246,PRL-SHU-036-O2,HITACHI,Italy,Venezia,Khalifa port,MSC RENEE,85353090,EUR,52874.14
HVDC-ADOPT-HE-0247,PRL-SHU-036-O3 SPARE,HITACHI,Italy,Venezia,Khalifa port,MSC RENEE,85353090,EUR,52874.14
HVDC-ADOPT-HE-0248,PRL-MIR-024-O1,HITACHI,Italy,Venezia,Khalifa port,MSC RENEE,85353090,EUR,35637.46
HVDC-ADOPT-HE-0249,PRL-MIR-024-O2,HITACHI,Italy,Venezia,Khalifa port,MSC RENEE,85353090,EUR,35637.46
HVDC-ADOPT-HE-0250,PRL-MIR-024-O3 SPARE,HITACHI,Italy,Venezia,Khalifa port,MSC RENEE,85353090,EUR,35637.46
HVDC-ADOPT-HE-0251,PRL-DAS-022-A2,HITACHI,Estonia,Talinn,Abu Dhabi Airport,QR9705,85447700,SEK,326379.6
HVDC-ADOPT-HE-0252,PRL-SHU-008-O4,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EK,85322900,SEK,22270.0
HVDC-ADOPT-HE-0253,PRL-MIR-011-O3,HITACHI,SWEDEN,Gothenburg,Khalifa port,MATZ MAERSK,85469090,SEK,121921.7
HVDC-ADOPT-HE-0254,PRL-SHU-037-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,MATZ MAERSK,85321000,SEK,250391.4
HVDC-ADOPT-HE-0255,PRL-SHU-037-O2 Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MATZ MAERSK,85321000,SEK,250391.4
HVDC-ADOPT-HE-0256,PRL-DAS-024-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,MATZ MAERSK,85321000,SEK,233661.5
HVDC-ADOPT-HE-0257,PRL-DAS-024-O2 Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MATZ MAERSK,85321000,SEK,233661.5
HVDC-ADOPT-HE-0258,PRL-SHU-038-O1,HITACHI,India,Nhava Sheva,Khalifa port,SSF Dream,85045000,SEK,139400.6
HVDC-ADOPT-HE-0259,PRL-SHU-038-O2 Spare,HITACHI,India,Nhava Sheva,Khalifa port,SSF Dream,85045000,SEK,124044.1
HVDC-ADOPT-HE-0260,PRL-MIR-025-O1,HITACHI,India,Nhava Sheva,Khalifa port,SSF Dream,85045000,SEK,139400.6
HVDC-ADOPT-HE-0261,PRL-MIR-025-O2 Spare,HITACHI,India,Nhava Sheva,Khalifa port,SSF Dream,85045000,SEK,124044.1
HVDC-ADOPT-HE-0262,PRL-CS-027-O1,HITACHI,India,Nhava Sheva,Khalifa port,SSF Dream,85045000,SEK,101605.4
HVDC-ADOPT-HE-0263,PRL-CS-027-O2 Spare,HITACHI,India,Nhava Sheva,Khalifa port,SSF Dream,85045000,SEK,87511.04
HVDC-ADOPT-HE-0264,PRL-SHU-008-A6,HITACHI,SWEDEN,Denmark,Abu Dhabi Airport,EY,84198910,SEK,673158.6
HVDC-ADOPT-HE-0265,PRL-DAS-025-O,HITACHI,United Kingdom,Felixstowe,Khalifa port,ALEXANDRA MAERSK,90011090,SEK,263248.8
HVDC-ADOPT-HE-0266,PRL-SHU-039-O,HITACHI,United Kingdom,Felixstowe,Khalifa port,ALEXANDRA MAERSK,90011090,SEK,233119.9
HVDC-ADOPT-HE-0267,PRL-DAS-013-A4,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY1934,8419 89 10,SEK,530298.2
HVDC-ADOPT-HE-0268,PRL-CS-025-O2,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,285379.2
HVDC-ADOPT-HE-0269,PRL-CS-025-O2 Spare,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,42197.76
HVDC-ADOPT-HE-0270,PRL-MIR-022-O2,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,286986.2
HVDC-ADOPT-HE-0271,PRL-MIR-022-O2 Spare,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,42197.76
HVDC-ADOPT-HE-0272,PRL-SHU-032-O2,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,291794.4
HVDC-ADOPT-HE-0273,PRL-SHU-032-O2 Spare,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,42197.76
HVDC-ADOPT-HE-0274,PRL-SHU-033-O2,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,138753.0
HVDC-ADOPT-HE-0275,PRL-SHU-033-O2 Spare,HITACHI,CHINA,Shanghai,Khalifa port,MSC GAIA,85321000,SEK,21131.28
HVDC-ADOPT-HE-0276,PRL-CS-023-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,117508.8
HVDC-ADOPT-HE-0277,PRL-CS-023-O2 Spare,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,35439.17
HVDC-ADOPT-HE-0278,PRL-CS-024-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,362330.6
HVDC-ADOPT-HE-0279,PRL-CS-024-O1 Spare,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,362330.6
HVDC-ADOPT-HE-0280,PRL-MIR-020-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,103156.8
HVDC-ADOPT-HE-0281,PRL-MIR-020-O2 Spare,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,103156.8
HVDC-ADOPT-HE-0282,PRL-MIR-021-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,387175.0
HVDC-ADOPT-HE-0283,PRL-MIR-021-O2 Spare,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,387175.0
HVDC-ADOPT-HE-0284,PRL-SHU-030-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,387175.0
HVDC-ADOPT-HE-0285,PRL-SHU-030-O2 Spare,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,387175.0
HVDC-ADOPT-HE-0286,PRL-SHU-031-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,93951.66
HVDC-ADOPT-HE-0287,PRL-SHU-031-O2 SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,Maersk Hamburg,85332900,SEK,93951.66
HVDC-ADOPT-HE-0288,PRL-CS-025-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,CMA CGM AGUILA,85321000,SEK,285379.2
HVDC-ADOPT-HE-0289,PRL-CS-025-O1 SPARE,HITACHI,SWEDEN,Gothenburg,Khalifa port,CMA CGM AGUILA,85321000,SEK,17949.6
HVDC-ADOPT-HE-0290,PRL-O-015-A,HITACHI,United Kingdom,England,Abu Dhabi Airport,EY0064,90011090,SEK,283770.3
HVDC-ADOPT-HE-0291,PRL-MIR-011-O4,HITACHI,SWEDEN,Gothenburg,Khalifa port,Maersk Cincinnati,85469090,SEK,121921.7
HVDC-ADOPT-HE-0292,PRL-SHU-008-O7,HITACHI,SWEDEN,Gothenburg,Khalifa port,ANE MAERSK,84198910,SEK,519218.1
HVDC-ADOPT-HE-0293,PRL-SHU-041-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MAERSK HERRERA,76149000,SEK,68886.89
HVDC-ADOPT-HE-0294,PRL-MIR-027-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MAERSK HERRERA,76149000,SEK,61352.39
HVDC-ADOPT-HE-0295,PRL-CS-030-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MAERSK HERRERA,76149000,SEK,69102.17
HVDC-ADOPT-HE-0296,PRL- SHU-033-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,CSCL NEPTUNE,85321000,SEK,69376.5
HVDC-ADOPT-HE-0297,PRL- SHU-033-O1 SPARE,HITACHI,SWEDEN,Gothenburg,Khalifa port,CSCL NEPTUNE,85321000,SEK,30974.4
HVDC-ADOPT-HE-0298,PRL-MIR-029-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ANE MAERSK,90258040,SEK,103386.4
HVDC-ADOPT-HE-0299,PRL-SHU-042-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ANE MAERSK,90258040,SEK,103386.4
HVDC-ADOPT-HE-0300,PRL-CS-031-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ANE MAERSK,90258040,SEK,206772.9
HVDC-ADOPT-HE-0301-1,PRL-CS-029-O,HITACHI,BELGIUM,Antwerp,Khalifa port,ANE MAERSK,85462000,SEK,67900.53
HVDC-ADOPT-HE-0301-2,PRL-CS-029-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,ALETTE MAERSK,85462000,SEK,67900.53
HVDC-ADOPT-HE-0302,PRL-SHU-043-A1,HITACHI,SWEDEN,Malmoe,Abu Dhabi Airport,EK4657,85371098,SEK,566635.0
HVDC-ADOPT-HE-0303,PRL-MIR-028-O1,HITACHI,Italy,Venice,Khalifa port,MSC LUCIANA,85353090,SEK,1220152.0
HVDC-ADOPT-HE-0304,PRL-MIR-028-O2,HITACHI,Italy,Venice,Khalifa port,MSC LUCIANA,85353090,SEK,1220152.0
HVDC-ADOPT-HE-0305,PRL-SHU-040-O2,HITACHI,Italy,Venice,Khalifa port,MSC LUCIANA,85353090,SEK,793768.6
HVDC-ADOPT-HE-0306,PRL-SHU-040-O1,HITACHI,Italy,Venice,Khalifa port,MSC LUCIANA,85353090,SEK,793768.6
HVDC-ADOPT-HE-0307,PRL-SHU-043-A2,HITACHI,SWEDEN,Malmoe,Abu Dhabi Airport,EK9316,85401098,SEK,1133270.0
HVDC-ADOPT-HE-0308,PRL-DAS-028-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,ANE MAERSK,85049090,SEK,18570.41
HVDC-ADOPT-HE-0309-1,PRL-DAS-028-O2-1,HITACHI,BELGIUM,Antwerp,Khalifa port,ANE MAERSK,85049090,SEK,17916.46
HVDC-ADOPT-HE-0309-2,PRL-DAS-028-O2-2,HITACHI,BELGIUM,Antwerp,Khalifa port,ALETTE MAERSK,85049090,SEK,17916.46
HVDC-ADOPT-HE-0310-1,PRL-DAS-028-O3-1,HITACHI,BELGIUM,Antwerp,Khalifa port,ANE MAERSK,85049090,SEK,15834.13
HVDC-ADOPT-HE-0310-2,PRL-DAS-028-O3-2,HITACHI,BELGIUM,Antwerp,Khalifa port,ALETTE MAERSK,85049090,SEK,15834.13
HVDC-ADOPT-HE-0311-1,PRL-SHU-045-O,HITACHI,BELGIUM,Antwerp,Khalifa port,ANE MAERSK,85049090,SEK,15857.62
HVDC-ADOPT-HE-0311-2,PRL-SHU-045-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,ALETTE MAERSK,85049090,SEK,15857.62
HVDC-ADOPT-HE-0312,PRL-O-010-A1,HITACHI,ITALY,Milan,Abu Dhabi Airport,EY0082,85321000,SEK,291794.4
HVDC-ADOPT-HE-0313,PRL-O-010-A2 Spare,HITACHI,ITALY,Milan,Abu Dhabi Airport,EY0082,85321000,SEK,19051.2
HVDC-ADOPT-HE-0314,PRL-DAS-029-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,ALETTE MAERSK,85371098,SEK,1133270.0
HVDC-ADOPT-HE-0315,PRL-CS-024-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,MORNING PEACE,85332900,SEK,362330.6
HVDC-ADOPT-HE-0316,PRL-CS-024-O2 SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MORNING PEACE,85332900,SEK,362330.6
HVDC-ADOPT-HE-0317-1,PRL-SHU-046-A1,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0317-2,PRL-SHU-046-A2,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85471098,SEK,566635.0
HVDC-ADOPT-HE-0317-3,PRL-SHU-046-A3,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85571098,SEK,566635.0
HVDC-ADOPT-HE-0318-1,PRL-SHU-047-A1,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0318-2,PRL-SHU-047-A2,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0318-3,PRL-SHU-047-A3,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0318-4,PRL-SHU-047-A4,HITACHI,SWEDEN,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0319-1,PRL-SHU-049-A1,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0319-2,PRL-SHU-049-A2,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0319-3,PRL-SHU-049-A3,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,85371098,SEK,566635.0
HVDC-ADOPT-HE-0320,PRL-ZAK-017-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,MAERSK HERRERA,85049090,SEK,32581.87
HVDC-ADOPT-HE-0321,PRL-MIR-031-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,MAERSK HAMBURG,85049090,SEK,20273.99
HVDC-ADOPT-HE-0322,PRL-DAS-031-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,Maersk Hamburg,85371098,SEK,566635.0
HVDC-ADOPT-HE-0323,PRL-ZAK-017-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,MAERSK HORSBURGH,85049090,SEK,16630.06
HVDC-ADOPT-HE-0324,PRL-MIR-031-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,MAERSK HORSBURGH,85049090,SEK,10646.28
HVDC-ADOPT-HE-0325-1,PRL-DAS-031-O2,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC LORETO,85421098,SEK,566635.0
HVDC-ADOPT-HE-0325-2,PRL-DAS-031-O3,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC LORETO,85371098,SEK,566635.0
HVDC-ADOPT-HE-0326,PRL-DAS-031-A4,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY918,85431098,SEK,566635.0
HVDC-ADOPT-HE-0327,PRL- CS-034-O,HITACHI,India,Visakhapatnam,Khalifa port,MSC SABRINA,85044090,SEK,37812.65
HVDC-ADOPT-HE-0328,PRL-SHU-048-O2,HITACHI,MALAYSIA,Port Klang,Khalifa port,CSCL GLOBE,85044090,USD,26223.05
HVDC-ADOPT-HE-0329,PRL-MIR-034-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MIRJA,85321000,SEK,318979.5
HVDC-ADOPT-HE-0330,PRL-O-025-O,HITACHI,CHINA,Shanghai,Khalifa port,CSCL GLOBE,76149000,SEK,184421.1
HVDC-ADOPT-HE-0331,PRL-CS-028-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,Maersk Hamburg,85469090,SEK,78705.0
HVDC-ADOPT-HE-0332,PRL-DAS-013-O5,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC LORETO,84198910,SEK,530298.2
HVDC-ADOPT-HE-0333,PRL-SHU-008-O8,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC LORETO,84198910,SEK,519218.1
HVDC-ADOPT-HE-0336,PRL-ZAK-019-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MIRJA,85321000,SEK,407585.0
HVDC-ADOPT-HE-0337,PRL-CS-035-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MIRJA,76149000,SEK,95025.42
HVDC-ADOPT-HE-0338,PRL-CS-035-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MIRJA,76149000,SEK,149258.6
HVDC-ADOPT-HE-0339,PRL-CS-035-O3,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MIRJA,76149000,SEK,124964.8
HVDC-ADOPT-HE-0340,PRL-CS-034-O2,HITACHI,India,Visakhapatnam,Khalifa port,MSC SABRINA,85044090,SEK,4121.0
HVDC-ADOPT-HE-0341,PRL- CS-034-O3,HITACHI,Italy,Genoa,Khalifa port,APL MIAMI,85044090,USD,43797.6
HVDC-ADOPT-HE-0342,PRL-MIR-032-O,HITACHI,Bulgaria,Varna,Khalifa port,MSC EMANUELA,85481098,SEK,546215.0
HVDC-ADOPT-HE-0343,PRL-ZAK-018-O,HITACHI,Bulgaria,Varna,Khalifa port,MSC EMANUELA,85481098,SEK,546215.0
HVDC-ADOPT-HE-0344,PRL-SHU-051-O1,HITACHI,CHINA,Shanghai,Khalifa port,MSC CLORINDA,85321000,SEK,61232.39
HVDC-ADOPT-HE-0345,PRL-SHU-051-O2 SPARE,HITACHI,CHINA,Shanghai,Khalifa port,MSC CLORINDA,85321000,SEK,6986.25
HVDC-ADOPT-HE-0346,PRL-MIR-033-O1,HITACHI,CHINA,Shanghai,Khalifa port,MSC CLORINDA,85321000,SEK,50985.59
HVDC-ADOPT-HE-0347,PRL-MIR-033-O2 SPARE,HITACHI,CHINA,Shanghai,Khalifa port,MSC CLORINDA,85321000,SEK,6986.25
HVDC-ADOPT-HE-0348,PRL-CS-033-O1,HITACHI,CHINA,Shanghai,Khalifa port,MSC CLORINDA,85321000,SEK,117393.9
HVDC-ADOPT-HE-0349,PRL-CS-033-O2 Spare,HITACHI,CHINA,Shanghai,Khalifa port,MSC CLORINDA,85321000,SEK,2933.55
HVDC-ADOPT-HE-0350,PRL-CS-037-O,HITACHI,United Kingdom,LONDON GATEWAY,Khalifa port,MSC MIRJA,90011090,SEK,198141.2
HVDC-ADOPT-HE-0351,PRL-MIR-026-O,HITACHI,United Kingdom,LONDON GATEWAY,Khalifa port,MSC MIRJA,90011090,SEK,173270.1
HVDC-ADOPT-HE-0352,PRL-CS-036-O1,HITACHI,Bulgaria,Varna,Khalifa port,MSC ORSOLA,85321000,SEK,624044.9
HVDC-ADOPT-HE-0353,PRL-CS-036-O2 Spare,HITACHI,Bulgaria,Varna,Khalifa port,MSC ORSOLA,85321000,SEK,123322.5
HVDC-ADOPT-HE-0354,PRL- DAS-030-O2,HITACHI,MALAYSIA,Port Klang,Khalifa port,Cosco Shipping Aquarius,85044090,USD,26223.05
HVDC-ADOPT-HE-0356,PRL-MIR-010-A5,HITACHI,Denmark,Billund,Abu Dhabi Airport,QR9250A,84198910,SEK,331436.4
HVDC-ADOPT-HE-0357,PRL-ZAK-020-O,HITACHI,MALAYSIA,Port Klang,Khalifa port,ITAL UNIVERSO,85044090,SEK,26223.05
HVDC-ADOPT-HE-0358,PRL-MIR-035-O,HITACHI,MALAYSIA,Port Klang,Khalifa port,ITAL UNIVERSO,85044090,SEK,26223.05
HVDC-ADOPT-HE-0359,PRL-DAS-013-O7,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC ILARIA,84198910,SEK,757303.4
HVDC-ADOPT-HE-0360,PRL-MIR-010-A7,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,84198910,SEK,331436.4
HVDC-ADOPT-HE-0361,PRL-MIR-010-A8,HITACHI,Denmark,Billund,Abu Dhabi Airport,EY,84198910,SEK,331436.4
HVDC-ADOPT-HE-0362,PRL-O-032-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC SIXIN,82041100,SEK,30884.0
HVDC-ADOPT-HE-0363,PRL-MIR-039-A,HITACHI,Estonia,Talinn,Abu Dhabi Airport,EY9903,85447700,SEK,292688.6
HVDC-ADOPT-HE-0364,PRL-O-026-O1,HITACHI,Shanhai,China,Khalifa port,MSC LAUREN,8532 1000,SEK,87690.6
HVDC-ADOPT-HE-0365,PRL-O-026-O2 Spare,HITACHI,Shanhai,China,Khalifa port,MSC LAUREN,8532 1000,SEK,3507.3
HVDC-ADOPT-HE-0366,PRL-SHU-055-O,HITACHI,Shanhai,China,Khalifa port,MSC LAUREN,8532 1000,SEK,61232.39
HVDC-ADOPT-HE-0368-1,PRL-SHU-056-A1,HITACHI,CHINA,Shanghai,Abu Dhabi Airport,CES237,85462000,EUR,2151.0
HVDC-ADOPT-HE-0368-2,PRL-SHU-056-A2,HITACHI,China,Shanghai,Abu Dhabi Airport,CES,8546 2000,EUR,2365.38
HVDC-ADOPT-HE-0368-3,PRL-SHU-056-A3,HITACHI,CHINA,Shanghai,Abu Dhabi Airport,CES9912,85321000,EUR,2823.0
HVDC-ADOPT-HE-0368-4,PRL-SHU-056-A4,HITACHI,CHINA,Shanghai,Abu Dhabi Airport,CES237,85462000,EUR,1648.4
HVDC-ADOPT-HE-0368-5,PRL-SHU-056-A5,HITACHI,CHINA,Shanghai,Abu Dhabi Airport,CES9912,85462000,EUR,2430.91
HVDC-ADOPT-HE-0368-6,PRL-SHU-056-A6,HITACHI,CHINA,Shanghai,Abu Dhabi Airport,CES237,85462000,EUR,2219.0
HVDC-ADOPT-HE-0368-7,PRL-SHU-056-A7,HITACHI,China,Shanghai,Abu Dhabi Airport,CES,8546 2000,EUR,3676.0
HVDC-ADOPT-HE-0369,PRL-SHU-057-A,HITACHI,Austria,Linz,Abu Dhabi Airport,EY,85043300,EUR,9655.4
HVDC-ADOPT-HE-0370,PRL-MIR-040-A,HITACHI,Austria,Linz,Abu Dhabi Airport,EY,85043300,EUR,9564.4
HVDC-ADOPT-HE-0371,PRL-CS-040-A,HITACHI,Austria,Linz,Abu Dhabi Airport,EY,85043300,EUR,9545.6
HVDC-ADOPT-HE-0372,PRL-SHU-059-A,HITACHI,Austria,Vienna,Abu Dhabi Airport,EY,85369010,EUR,5315.7
HVDC-ADOPT-HE-0373,PRL-SHU-062-A1,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY,85352900,SEK,76923.0
HVDC-ADOPT-HE-0374,PRL-MIR-010-O9,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC SIXIN,84198910,SEK,165718.2
HVDC-ADOPT-HE-0375,PRL-SHU-062-A2 Spare,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY,85352900,SEK,29295.0
HVDC-ADOPT-HE-0376,PRL-DAS-013-O8,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC SIXIN,84198910,SEK,82859.1
HVDC-ADOPT-HE-0377,PRL-MIR-010-O10,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC SIXIN,84198910,SEK,124288.7
HVDC-ADOPT-HE-0378,PRL-MIR-041-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85354000,SEK,252112.5
HVDC-ADOPT-HE-0379,PRL-MIR-041-O-Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85354000,SEK,252112.5
HVDC-ADOPT-HE-0380,PRL-ZAK-022-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC GIUSY,85354000,SEK,173565.0
HVDC-ADOPT-HE-0381,PRL-ZAK-022-O-Spare,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC GIUSY,85354000,SEK,173565.0
HVDC-ADOPT-HE-0382,PRL-CS-038-O,HITACHI,India,Ennore,Khalifa port,MSC MONICA III,85371098,SEK,546215.0
HVDC-ADOPT-HE-0383,PRL-DAS-036-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85392900,SEK,707450.0
