hvdc_code,shipment_invoice_no,vendor,coe,pol,pod,vessel,hs_code,currency,price
HVDC-ADOPT-HE-0384,PRL-DAS-036-O2 Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,707450.0
HVDC-ADOPT-HE-0385-1,PRL-ZAK-021-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,621426.3
HVDC-ADOPT-HE-0385-2,PRL-ZAK-021-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC GIUSY,85352900,SEK,621426.3
HVDC-ADOPT-HE-0386,PRL-ZAK-021-O Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,621426.3
HVDC-ADOPT-HE-0387-1,PRL-SHU-053-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0387-2,PRL-SHU-053-O2,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0388,PRL-SHU-053-O Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0389,PRL-SHU-053-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0390,PRL-SHU-053-O Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0391,PRL-MIR-037-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0392,PRL-MIR-037-O Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85352900,SEK,649050.0
HVDC-ADOPT-HE-0393,PRL-ZAK-023-O1,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85353090,SEK,521175.0
HVDC-ADOPT-HE-0394,PRL-ZAK-023-O2 Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,85353090,SEK,521175.0
HVDC-ADOPT-HE-0395,PRL-MIR-042-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8536 9010,EUR,13759.0
HVDC-ADOPT-HE-0396,PRL-DAS-037-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8536 9010,EUR,13215.4
HVDC-ADOPT-HE-0397,PRL-ZAK-024-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8536 9010,EUR,13711.25
HVDC-ADOPT-HE-0398,PRL-SHU-027-A,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY,8535 4000,SEK,228772.0
HVDC-ADOPT-HE-0399,PRL-SHU-027-A Spare,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY,8535 4000,SEK,228772.0
HVDC-ADOPT-HE-0400,PRL-CS-040-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC GIUSY,73269098,SEK,331583.0
HVDC-ADOPT-HE-0401,PRL-SHU-065-A,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,7326 9098,SEK,405724.8
HVDC-ADOPT-HE-0402,PRL-DAS-021-A2 Spare,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EY178,85354000,SEK,189850.5
HVDC-ADOPT-HE-0403,PRL-SHU-058-A1,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,8535 4000,SEK,252112.5
HVDC-ADOPT-HE-0404,PRL-SHU-058-A2 Spare,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,8535 4000,SEK,252112.5
HVDC-ADOPT-HE-0405,PRL-DAS-021-A1,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EY178,85354000,SEK,379701.0
HVDC-ADOPT-HE-0406,PRL-DAS-033-A,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EY178,85354000,SEK,173565.0
HVDC-ADOPT-HE-0407,PRL-DAS-033-A Spare,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EY178,85354000,SEK,173565.0
HVDC-ADOPT-HE-0408,PRL-O-035-A,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,8504 9017,SEK,439500.0
HVDC-ADOPT-HE-0409,PRL-SHU-064-A1,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY918,8535 4000,SEK,1330310.0
HVDC-ADOPT-HE-0410,PRL-SHU-064-A2 spare,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY918,8535 4000,SEK,1330310.0
HVDC-ADOPT-HE-0411,PRL-DAS-036-A2,HITACHI,SWEDEN,Copenhagen,Abu Dhabi Airport,EY178,85352900,SEK,707450.0
HVDC-ADOPT-HE-0412,PRL-DAS-038-A,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY918,85321000,SEK,41325.7
HVDC-ADOPT-HE-0413,PRL-ZAK-027-O1,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8544 7700,SEK,377136.0
HVDC-ADOPT-HE-0414,PRL-ZAK-025-O2 SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8544 7700,SEK,125712.0
HVDC-ADOPT-HE-0415,PRL-ZAK-026-A,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY918,85321000,SEK,24826.3
HVDC-ADOPT-HE-0417,PRL-SHU-070-A,HITACHI,Austria,Linz,Abu Dhabi Airport,EY0511,8536 9010,EUR,3511.8
HVDC-ADOPT-HE-0418,PRL-SHU-066-A1,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY914,8532 1000,SEK,456617.3
HVDC-ADOPT-HE-0419,PRL-SHU-066-A2 Spare,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY914,8532 1000,SEK,78300.0
HVDC-ADOPT-HE-0420,PRL-CS-041-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8533 1000,EUR,23272.2
HVDC-ADOPT-HE-0421,PRL-MIR-043-A1,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY914,8532 1000,SEK,456665.1
HVDC-ADOPT-HE-0422,PRL-MIR-043-A2 SPARE,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY914,8532 1000,SEK,78300.0
HVDC-ADOPT-HE-0423,PRL-MIR-047-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8533 1000,EUR,23875.43
HVDC-ADOPT-HE-0424,PRL-SHU-071-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8533 1000,EUR,24505.43
HVDC-ADOPT-HE-0429,PRL-ZAK-017-O3,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8504 9090,EUR,633.7845
HVDC-ADOPT-HE-0430,PRL-CS-042-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8301 4090,EUR,58923.91
HVDC-ADOPT-HE-0431,PRL-MIR-010-O11,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC VERONA,8419 8910,SEK,331436.4
HVDC-ADOPT-HE-0433,PRL-DAS-039-A1,HITACHI,CHINA,Shanghai,Abu Dhabi Airport,EY9912,85462000,SEK,2336.04
HVDC-ADOPT-HE-0434,PRL-MIR-046-O,HITACHI,CHINA,Shanghai,Khalifa port,MSC EVA,8546 2000,EUR,2715.84
HVDC-ADOPT-HE-0435,PRL-DAS-039-O2,HITACHI,CHINA,Shanghai,Khalifa port,MSC EVA,8546 2000,EUR,2995.65
HVDC-ADOPT-HE-0438,PRL-ZAK-013-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC MELATILDE,8535 4000,SEK,1071797.0
HVDC-ADOPT-HE-0439,PRL-ZAK-013-O SPARE,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC MELATILDE,8535 4000,SEK,1071797.0
HVDC-ADOPT-HE-0440,PRL-ZAK-027-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC MELATILDE,8535 4000,SEK,446513.0
HVDC-ADOPT-HE-0441,PRL-ZAK-027-O Spare,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC MELATILDE,8535 4000,SEK,446513.0
HVDC-ADOPT-HE-0442,PRL-SHU-063-T,HITACHI,Turkey,Izmit,Khalifa port,Delphis Bothnia,8537 1010,AED,81455.41
HVDC-ADOPT-HE-0443,PRL-ZAK-029-A,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,27738.78
HVDC-ADOPT-HE-0444,PRL-MIR-050-A,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,38314.7
HVDC-ADOPT-HE-0445,PRL-SHU-073-A1,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,73588.38
HVDC-ADOPT-HE-0446,PRL-DAS-041-A1,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,23706.95
HVDC-ADOPT-HE-0447,PRL-MIR-018-A,HITACHI,France,Charles De Gaulle,Abu Dhabi Airport,EY9687,8535 4000,SEK,1186242.0
HVDC-ADOPT-HE-0448,PRL-MIR-018-A Spare,HITACHI,France,Charles De Gaulle,Abu Dhabi Airport,EY9687,8535 4000,SEK,1186242.0
HVDC-ADOPT-HE-0449,PRL-SHU-077-A,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY918,8533 2900,EUR,21701.77
HVDC-ADOPT-HE-0450,PRL-SHU-077-O SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC Cristina,8533 2900,EUR,21701.77
HVDC-ADOPT-HE-0453,PRL-SHU-076-A,HITACHI,BELGIUM,Brussels,Abu Dhabi Airport,EY058,8536 9010,EUR,3836.61
HVDC-ADOPT-HE-0454,PRL-CS-044-O SPARE,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC MELATILDE,4016 9300,SEK,433859.0
HVDC-ADOPT-HE-0459,PRL-MIR-052-O,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC Cristina,8533 2900,EUR,22100.88
HVDC-ADOPT-HE-0460,PRL-MIR-052-O SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC Cristina,8533 2900,EUR,22100.88
HVDC-ADOPT-HE-0461,PRL-ZAK-029-A2,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,32141010,SEK,12946.6
HVDC-ADOPT-HE-0462,PRL-DAS-041-A2,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,17477.91
HVDC-ADOPT-HE-0463,PRL-SHU-073-A2,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,22575.72
HVDC-ADOPT-HE-0464,PRL-DAS-039-O3,HITACHI,CHINA,Shanghai,Khalifa port,MSC Marie Leslie,8546 2000,EUR,2158.65
HVDC-ADOPT-HE-0465,PRL-MIR-046-O2,HITACHI,CHINA,Shanghai,Khalifa port,MSC Marie Leslie,8546 2000,EUR,3956.538
HVDC-ADOPT-HE-0466,PRL-SHU-078-O SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MARA,8504 3300,EUR,13941.45
HVDC-ADOPT-HE-0467,PRL-CS-046-O SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MARA,8504 3300,EUR,13805.1
HVDC-ADOPT-HE-0468,PRL-MIR-053-O SPARE,HITACHI,BELGIUM,Antwerp,Khalifa port,MSC MARA,8504 3300,EUR,13838.85
HVDC-ADOPT-HE-0469,PRL-DAS-041-A3,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,73181595,SEK,135501.0
HVDC-ADOPT-HE-0470,PRL-ZAK-030-O,HITACHI,CHINA,Shanghai,Khalifa port,MSC Marie Leslie,8546 2000,EUR,4181.76
HVDC-ADOPT-HE-0477-1,PRL-SHU-079-A1,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY918,7326 9098,SEK,405882.0
HVDC-ADOPT-HE-0477-2,PRL-SHU-079-A2,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY914,7610 9090,SEK,405882.0
HVDC-ADOPT-HE-0480,PRL-DAS-037-A,HITACHI,Austria,Linz,Abu Dhabi Airport,EY0154,8536 9010,EUR,9530.852
HVDC-ADOPT-HE-0482,PRL-CS-045-O,HITACHI,SWEDEN,Gothenburg,Khalifa port,MSC MELATILDE,8535 9000,SEK,194868.7
HVDC-ADOPT-HE-0487,PRL-ZAK-010-A5,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY9858,8419 8910,SEK,331436.4
HVDC-ADOPT-HE-0488,PRL-MIR-054-A,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY914,8535 9000,SEK,405924.5
HVDC-ADOPT-HE-0493,PRL-CS-047-A,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY178,4016 9300,EUR,5503.98
HVDC-ADOPT-HE-0495,PRL-ZAK-013-A1,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY,8535 4000,SEK,238177.1
HVDC-ADOPT-HE-0496,PRL-MIR-018-A2,HITACHI,Denmark,Copenhagen,Abu Dhabi Airport,EY,8535 4000,SEK,263609.4
HVDC-ADOPT-HE-0497,PRL-DAS-037-A3,HITACHI,NETHERLANDS,Amsterdam,Abu Dhabi Airport,EY419,8536 9010,EUR,4755.578
HVDC-ADOPT-HE-LOC-0001,,HITACHI,,,,,,,
HVDC-ADOPT-HE-LOC-0004,,HITACHI,,,,,,,
HVDC-ADOPT-HE-LOC-0007,,HITACHI,,,,,,,
HVDC-ADOPT-HE-LOC-0008,,HITACHI,,,,,,,
