hvdc_code,case_no,flow_code,flow_code_original,flow_code_derived,override_reason,warehouse_count,has_mosb_leg,has_site_arrival,customs_code,customs_start_iso,customs_end_iso,last_status,requires_review
HVDC-ADOPT-HE-0127-2,207552,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-06-18T00:00:00+04:00,2024-07-05T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0128,207559,4,3,4,FLOW_RECALC_MISMATCH,1,True,True,47150,2024-06-13T00:00:00+04:00,2024-06-25T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0128,207560,4,3,4,FLOW_RECALC_MISMATCH,1,True,True,47150,2024-06-13T00:00:00+04:00,2024-06-25T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0128,207562,4,3,4,FLOW_RECALC_MISMATCH,1,True,True,47150,2024-06-13T00:00:00+04:00,2024-06-25T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0129,207579,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0129,207580,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0129,207581,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0129,207585,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0129,364100,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364101,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364102,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364103,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364104,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364105,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364106,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364107,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364108,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364109,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364110,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364111,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364124,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364125,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364128,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364129,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364130,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364131,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364132,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364133,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364134,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364135,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364136,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364137,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364138,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364139,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364152,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364153,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364154,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364155,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364156,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364157,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364158,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364159,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364160,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364161,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364162,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364163,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364164,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364165,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364188,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,364189,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365332,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365333,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365334,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365335,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365336,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365337,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365338,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365339,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365340,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365341,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365342,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365343,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365344,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365345,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365346,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365347,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365348,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365349,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365350,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365351,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365352,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365353,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365354,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365355,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365356,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365357,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365358,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365359,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365360,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365361,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365362,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365363,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365364,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365365,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365366,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365367,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365368,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365369,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365370,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365371,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365372,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365373,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365374,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365375,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365378,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365379,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365380,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0129,365381,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-09-19T00:00:00+04:00,2024-09-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0130,191108,2,2,2,,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0130,191109,2,2,2,,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0131,191110,2,2,2,,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0131,191111,2,2,2,,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0132,208500,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0132,208501,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0132,208502,4,3,4,FLOW_RECALC_MISMATCH,1,True,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0132,208503,4,3,4,FLOW_RECALC_MISMATCH,1,True,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0133,208504,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0133,208505,4,3,4,FLOW_RECALC_MISMATCH,1,True,True,47150,2024-07-12T00:00:00+04:00,2024-07-24T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0134,191112,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0134,191113,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0134,191114,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0134,191115,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0135,191116,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0135,191117,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0135,191118,1,1,1,,0,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0136,280076,1,1,1,,0,False,True,47150,2024-06-23T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0137,280077,1,1,1,,0,False,True,47150,2024-06-23T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0138,208506,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0138,208507,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0138,365508,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-06-21T00:00:00+04:00,2024-07-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0139,208508,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-06-23T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0139,208509,3,2,2,AGI/DAS requires MOSB leg,1,False,True,47150,2024-06-23T00:00:00+04:00,2024-07-12T00:00:00+04:00,site,False
HVDC-ADOPT-HE-0139,365509,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-06-23T00:00:00+04:00,2024-07-12T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365110,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365119,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365127,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365128,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365131,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365133,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365143,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365146,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365148,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365150,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365151,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365163,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365166,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365167,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365168,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365169,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365170,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365171,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365173,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365174,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365248,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365251,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365252,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365257,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365266,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365272,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365274,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365277,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
HVDC-ADOPT-HE-0140,365279,0,2,0,FLOW_RECALC_MISMATCH,1,False,False,47150,2024-08-07T00:00:00+04:00,2024-08-07T00:00:00+04:00,warehouse,False
